b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.359734939,  451760196,  42367719
2,  2.028344064,  288412231,  42377964
3,  1.786918267,  317614586,  42551779
4,  1.751490345,  268356890,  42375712
5,  1.709442381,  265281715,  42698795
6,  1.718365731,  244910242,  42524009
7,  1.695873331,  236734282,  42533066
8,  1.702952524,  235628357,  42531203
9,  1.636952665,  219522155,  42487617
10,  1.617068018,  210480306,  42425200
11,  1.624798705,  208156420,  42487872
12,  1.612852315,  197363575,  42401770
13,  1.609346529,  201172247,  42503009
14,  1.592479797,  196477483,  42532367
15,  1.589003030,  195884994,  42524957
16,  1.564412902,  195704138,  42431028
17,  1.632275164,  186075554,  42520006
18,  1.540645590,  187275224,  42474965
19,  1.634726222,  181885211,  42479911
20,  1.533434562,  181965931,  42461439
21,  1.659758701,  180407065,  42464422
22,  1.539667218,  183000470,  42500297
23,  1.672716798,  179090387,  42501617
24,  1.550184326,  184599878,  42507477
25,  1.631139465,  184380547,  48019689
26,  1.639054252,  175790536,  42541003
27,  1.626694354,  183158288,  47885112
28,  1.581687115,  172235133,  42581700
29,  1.624236867,  182947853,  47619608
30,  1.627251022,  175560501,  42675097
31,  1.648862762,  183254047,  47754434
32,  1.578361240,  166101713,  42582343
33,  1.621833684,  180220774,  47035178
34,  1.637731599,  176169700,  42900905
35,  1.625945099,  181656484,  47146940
36,  1.586196556,  174577950,  42982636
37,  1.626203562,  185098562,  47162966
38,  1.628308074,  178846536,  43248717
39,  1.635475683,  187883436,  47378412
40,  1.614999836,  188440499,  50109369
41,  1.627485682,  186958459,  49911065
42,  1.647413298,  184092035,  43780136
43,  1.643877606,  189755021,  50355979
44,  1.600427344,  182925672,  43976402
45,  1.651037457,  192758549,  50659929
46,  1.649636925,  186585608,  44811439
47,  1.660996700,  193506443,  51208411
48,  1.604099246,  190928262,  45785297
49,  1.648364897,  188993577,  53338603
50,  1.653004841,  185963233,  45695638
51,  1.663046770,  189741823,  53610100
52,  1.610061002,  182543137,  45549284
53,  1.665680470,  191335478,  53759803
54,  1.661931752,  184607668,  46628215
55,  1.670901715,  191478880,  53756806
56,  1.637430989,  178855968,  56006938
57,  1.671489958,  189217676,  59168922
58,  1.662261215,  183306893,  47461243
59,  1.683204407,  190016032,  59900570
60,  1.620859860,  180185500,  47461653
61,  1.687107011,  191267619,  60109859
62,  1.678181690,  182087776,  48616450
63,  1.691626158,  191664264,  60032301
64,  1.597624607,  175243752,  46395155
65,  1.685523269,  187766150,  61140962
66,  1.673095234,  185473231,  60358903
67,  1.691569296,  188426460,  61326071
68,  1.663490819,  183098949,  59204023
69,  1.691544497,  189421816,  61015680
70,  1.673088312,  184736567,  60243877
71,  1.693496436,  190028186,  61118058
72,  1.677718246,  186229679,  60719383
73,  1.683051199,  185374374,  60300687
74,  1.668993930,  183613570,  59648488
75,  1.686360722,  186099689,  60219744
76,  1.659830869,  181608730,  58498236
77,  1.689353664,  187276169,  60288233
78,  1.675821482,  183107075,  59885850
79,  1.697189619,  187847488,  60422226
