b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.348675260,  451734053,  42363635
2,  2.023281299,  288350853,  42361195
3,  1.781489102,  317593204,  42532904
4,  1.749518993,  268322277,  42364493
5,  1.706790126,  265203852,  42677573
6,  1.713805814,  244873274,  42510978
7,  1.690396920,  236683644,  42515033
8,  1.702458552,  235593303,  42516194
9,  1.635928369,  219449035,  42466165
10,  1.602013322,  210390666,  42410495
11,  1.622752927,  208114401,  42470519
12,  1.605288196,  197284184,  42386779
13,  1.605416479,  201092874,  42496119
14,  1.587970932,  196406264,  42522431
15,  1.582865586,  195803744,  42508782
16,  1.557247039,  195632255,  42419924
17,  1.626723305,  186005078,  42510038
18,  1.531752357,  187156880,  42457840
19,  1.607642373,  181860490,  42473958
20,  1.516836454,  181916778,  42444766
21,  1.646116125,  180342303,  42451776
22,  1.523538076,  182964718,  42481260
23,  1.642365231,  179036439,  42490174
24,  1.519278527,  184533923,  42490106
25,  1.627260079,  184340428,  47999602
26,  1.613523736,  175710010,  42517538
27,  1.607725204,  183093357,  47861550
28,  1.552124690,  172186732,  42559742
29,  1.608182448,  182822939,  47580621
30,  1.611647448,  175511763,  42636857
31,  1.623218420,  183201733,  47702835
32,  1.558814315,  166086447,  42544519
33,  1.611233224,  180086758,  46972532
34,  1.633336777,  176112550,  42852612
35,  1.618842667,  181560578,  47058609
36,  1.577171492,  174517001,  42930016
37,  1.606758757,  184989065,  47072725
38,  1.622992723,  178770605,  43172274
39,  1.629119948,  187800303,  47321009
40,  1.596146986,  188307344,  50017051
41,  1.618706559,  186889193,  49855357
42,  1.632724260,  184030383,  43719110
43,  1.638723689,  189657069,  50283972
44,  1.597371435,  182835757,  43944434
45,  1.636305435,  192659052,  50615277
46,  1.644948617,  186506340,  44773149
47,  1.653956310,  193434873,  51180972
48,  1.594046408,  190865611,  45723010
49,  1.640431747,  188918338,  53308212
50,  1.651544708,  185913825,  45660985
51,  1.654514990,  189652338,  53570574
52,  1.600775551,  182456376,  45528537
53,  1.663361283,  191274871,  53744480
54,  1.659693007,  184533071,  46574769
55,  1.664950740,  191383346,  53738681
56,  1.628003127,  178838356,  55963960
57,  1.664142111,  189155806,  59144343
58,  1.659440663,  183258787,  47390638
59,  1.675506137,  189925496,  59836794
60,  1.616462969,  180116062,  47432116
61,  1.676300765,  191224413,  60104940
62,  1.673737778,  182038300,  48604111
63,  1.686672949,  191617287,  60011245
64,  1.585525229,  175180324,  46360475
65,  1.680692354,  187660302,  61039270
66,  1.670482655,  185399222,  60274552
67,  1.684690158,  188340840,  61260058
68,  1.652169227,  183032162,  59098806
69,  1.683283424,  189328570,  60891670
70,  1.662423006,  184660651,  60136942
71,  1.687820654,  189937864,  61007048
72,  1.669249269,  186163464,  60606261
73,  1.672958940,  185303693,  60187191
74,  1.657760456,  183551125,  59543528
75,  1.680382581,  186015010,  60127287
76,  1.627937603,  181530567,  58374046
77,  1.675603808,  187210198,  60215878
78,  1.662920901,  183026264,  59769792
79,  1.685965088,  187781019,  60324138
80,  1.685996313,  185372730,  61793590
81,  1.673535377,  184559015,  61281554
82,  1.668259510,  183061647,  60759767
83,  1.679932051,  185289758,  61191591
84,  1.651826592,  181256801,  59601574
85,  1.689771510,  186520282,  61233667
86,  1.680596587,  182618591,  60905534
87,  1.675445772,  186941236,  61161321
88,  1.688510394,  185254355,  63884427
89,  1.697624924,  184687483,  63274330
90,  1.680537112,  183218851,  62849728
91,  1.705805217,  185379449,  63360355
92,  1.679777969,  181630438,  61866040
93,  1.709024703,  186477603,  63516132
94,  1.695582706,  182841820,  63050400
95,  1.707341668,  186897128,  63660767
96,  1.708014080,  184980018,  64854816
97,  1.709155719,  184316216,  64320182
98,  1.698970769,  183099470,  63951036
99,  1.714640549,  185036657,  64313585
100,  1.694917645,  181870941,  63054333
101,  1.712462775,  186132028,  64191069
102,  1.709924963,  182994156,  64960124
103,  1.710565447,  186383092,  64055319
104,  1.711597283,  185215824,  66082008
105,  1.706877349,  184288392,  65521333
106,  1.705245156,  183330238,  65118540
107,  1.715549580,  184898322,  65437339
108,  1.697351013,  182019529,  64170626
109,  1.710062605,  185870659,  65079116
110,  1.705215664,  182987469,  65107803
111,  1.710299351,  186271045,  64994295
112,  1.686061308,  180219394,  64645210
113,  1.714261042,  185412218,  67706378
114,  1.708269638,  184150487,  67044686
115,  1.714214178,  185971717,  67497765
116,  1.699797925,  182928956,  66349460
117,  1.713962259,  186927291,  67317961
118,  1.709016400,  184037585,  67256965
119,  1.716025206,  187553385,  67454771
120,  1.713751118,  185482983,  68712949
121,  1.709907336,  185496554,  68355909
122,  1.707761261,  184300974,  68082471
123,  1.715810336,  186127230,  68459751
124,  1.701972432,  183222565,  67493872
125,  1.708876772,  187058879,  68191131
126,  1.703967504,  184322676,  67945938
127,  1.715791973,  187608710,  67996716
128,  1.684950336,  180477403,  65474474
129,  1.703580258,  185009650,  67663814
130,  1.698372338,  183998966,  67243310
131,  1.646619533,  185805256,  67094629
132,  1.697595486,  183272453,  66666598
133,  1.709664948,  186947783,  67095465
134,  1.705011836,  184414506,  67370770
135,  1.711092254,  187671174,  67022940
136,  1.691136724,  182345477,  66181264
137,  1.710399969,  186478278,  68126136
138,  1.705283035,  185608707,  67853454
139,  1.709162921,  187374316,  67893750
140,  1.698902670,  184969900,  67181163
141,  1.710125482,  188618681,  67601507
142,  1.704879266,  186227885,  67696801
143,  1.711723090,  189678745,  67625492
144,  1.711372627,  187745332,  68649257
145,  1.708784436,  187854865,  68370235
146,  1.707025155,  187044682,  68256730
147,  1.710123271,  188854373,  68287767
148,  1.698892255,  186616297,  67540270
149,  1.708251507,  189981014,  68176322
150,  1.705588767,  187774129,  68311613
151,  1.709728110,  190888846,  68457686
152,  1.710497156,  189222220,  69326820
153,  1.709801173,  189579827,  69018594
154,  1.713666285,  190035211,  68849287
155,  1.708734277,  190581771,  69192505
156,  1.702483927,  188413438,  68369721
157,  1.710601285,  192331266,  69098427
158,  1.713061414,  191058489,  69155552
159,  1.710305665,  193024694,  69322354
160,  1.694460091,  187732508,  68097589
161,  1.710293458,  191970441,  70195726
162,  1.708682306,  191228225,  70076365
163,  1.710338258,  193834877,  70314273
164,  1.699987614,  191604415,  69585529
165,  1.710109133,  195635303,  70451804
166,  1.705479006,  193342402,  70127000
167,  1.708756199,  197102887,  70417862
168,  1.711479855,  195265236,  70941334
169,  1.712171686,  196426761,  70525117
170,  1.709517452,  195874422,  70372966
171,  1.711845578,  197888857,  70625048
172,  1.704080341,  196198783,  69886521
173,  1.709300454,  199523412,  70796900
174,  1.710025867,  198519069,  70958260
175,  1.711803006,  201166223,  70901401
176,  1.708390947,  199534168,  71445044
177,  1.709574274,  200088726,  71143708
178,  1.707297026,  199600829,  71108005
179,  1.710944553,  201244929,  71241049
180,  1.703981915,  200237812,  70732368
181,  1.699878943,  202523137,  71331813
182,  1.705154744,  201524717,  71145949
183,  1.699439985,  203889106,  71506123
184,  1.698998714,  200795852,  70189813
185,  1.710548225,  203940086,  71906787
186,  1.712666649,  206233532,  72003254
187,  1.710434415,  205421623,  72054274
188,  1.704535339,  203747847,  71328022
189,  1.710359206,  206762243,  72150553
190,  1.706497384,  205321601,  71916789
191,  1.706436725,  208226420,  72295263
192,  1.698047470,  204193021,  70864924
193,  1.692977273,  207796747,  72499781
194,  1.712008774,  210938087,  72522910
195,  1.708908213,  210362429,  72479457
196,  1.704822071,  209107153,  71922118
197,  1.708817946,  212917402,  72534283
198,  1.708433265,  211724389,  72443344
199,  1.706110844,  215614739,  72558187
200,  1.708636039,  213980003,  73151778
201,  1.708517374,  216060460,  72826411
202,  1.705667235,  215771350,  72788406
203,  1.708698303,  218883237,  72760732
204,  1.712160073,  221581014,  72779795
205,  1.709674832,  221774727,  72952513
206,  1.708835265,  220300749,  72697342
207,  1.711294285,  225304704,  73057030
208,  1.699412585,  220299041,  71922056
209,  1.710011825,  225043673,  73702534
210,  1.708637408,  224493346,  73291734
211,  1.709608017,  228271893,  73527472
212,  1.706381350,  226592685,  72954883
213,  1.711732874,  231434431,  73489089
214,  1.709399895,  228964700,  73478952
215,  1.713109067,  234844436,  73648002
216,  1.701465537,  229644973,  72304652
217,  1.711389493,  234106753,  73883036
218,  1.709627309,  233332390,  73512777
219,  1.711585832,  237043656,  73932158
220,  1.707428431,  235265826,  73270927
221,  1.712923862,  239941275,  73877053
222,  1.710360444,  238006776,  73768427
223,  1.713445201,  243099536,  73908731
224,  1.703245501,  237575062,  72425351
225,  1.714568382,  243193927,  73920439
226,  1.718530531,  247871684,  73704339
227,  1.713867600,  248441659,  73830432
228,  1.710127372,  247346736,  73259222
229,  1.715880101,  253597619,  73711175
230,  1.711996934,  251810039,  73573058
231,  1.717046550,  259830456,  73752042
232,  1.707650386,  255247577,  72309558
