b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.360186027,  451895344,  42379924
2,  2.026848229,  288514078,  42402547
3,  1.786907804,  317780409,  42565962
4,  1.749739269,  268439486,  42399268
5,  1.709501549,  265357547,  42714138
6,  1.718976636,  245029371,  42547214
7,  1.695642979,  236840935,  42553146
8,  1.703714705,  235722896,  42553022
9,  1.627574197,  219645592,  42509922
10,  1.615194696,  210593014,  42448647
11,  1.615057380,  208270395,  42509819
12,  1.612072731,  197479129,  42428614
13,  1.605933333,  201275108,  42528495
14,  1.594990649,  196602896,  42558688
15,  1.589927761,  195997637,  42545749
16,  1.565916379,  195815937,  42459915
17,  1.633756471,  186223476,  42551373
18,  1.540197264,  187320509,  42497647
19,  1.634596773,  182014595,  42502272
20,  1.534993558,  182101172,  42484366
21,  1.659882627,  180496069,  42483797
22,  1.538988298,  183111226,  42519394
23,  1.674352007,  179203539,  42532026
24,  1.552098452,  184701838,  42530813
25,  1.631419481,  184462462,  48037252
26,  1.639911689,  175889738,  42563222
27,  1.627407434,  183288801,  47908891
28,  1.584978839,  172370271,  42609872
29,  1.625721713,  183018930,  47642557
30,  1.628120068,  175685531,  42714175
31,  1.649680670,  183378313,  47809809
32,  1.579100258,  166239237,  42619085
33,  1.621740977,  180258853,  47091598
34,  1.639988757,  176296508,  42953754
35,  1.627957654,  181769234,  47194946
36,  1.588337859,  174660759,  43041494
37,  1.627833941,  185194012,  47212054
38,  1.630973469,  178953001,  43320043
39,  1.640531954,  188011082,  47475814
40,  1.617111353,  188509113,  50206220
41,  1.630341657,  187052598,  49991303
42,  1.650517031,  184211517,  43874335
43,  1.643560444,  189853015,  50434191
44,  1.600957775,  183034715,  44071848
45,  1.651571265,  192891137,  50770007
46,  1.651093813,  186690001,  44931635
47,  1.664792254,  193628217,  51318707
48,  1.606137993,  191027694,  45911123
49,  1.649196591,  189091587,  53432631
50,  1.656070237,  186093241,  45812781
51,  1.663366783,  189823754,  53644584
52,  1.611085219,  182635636,  45648808
53,  1.670042908,  191449187,  53822476
54,  1.663481663,  184713237,  46699268
55,  1.673648262,  191584941,  53798543
56,  1.637311777,  178988278,  56038822
57,  1.669510492,  189334281,  59218950
58,  1.663309742,  183438361,  47468276
59,  1.682184825,  190120208,  59980914
60,  1.620896256,  180307995,  47490073
61,  1.690130785,  191418408,  60166517
62,  1.680009697,  182215044,  48680795
63,  1.692677929,  191796205,  60112420
64,  1.597885870,  175372898,  46401005
65,  1.684962503,  187844980,  61232611
66,  1.675674044,  185596628,  60445933
67,  1.691412130,  188535522,  61416878
68,  1.664682329,  183223221,  59265004
69,  1.692840014,  189536412,  61069039
70,  1.674308177,  184855611,  60315139
71,  1.695692086,  190164082,  61182376
72,  1.679202552,  186354023,  60807386
73,  1.681180349,  185471526,  60346644
74,  1.671059980,  183761320,  59728177
