b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.360609824,  451867623,  42373312
2,  2.023827859,  288486200,  42383542
3,  1.787565063,  317772279,  42555146
4,  1.751017307,  268447479,  42382499
5,  1.707230683,  265352060,  42704265
6,  1.718001109,  244979248,  42531370
7,  1.693003700,  236799403,  42539863
8,  1.702148738,  235710228,  42535397
9,  1.634818058,  219578443,  42490202
10,  1.615927338,  210532106,  42427446
11,  1.625459226,  208249174,  42493494
12,  1.614197415,  197433619,  42408923
13,  1.607515218,  201239129,  42512766
14,  1.590705077,  196550122,  42541799
15,  1.586506573,  195938905,  42532152
16,  1.564382023,  195787874,  42439510
17,  1.634465704,  186144657,  42531621
18,  1.537918586,  187295894,  42479839
19,  1.633866937,  181983780,  42487052
20,  1.532854233,  182057121,  42461733
21,  1.659879750,  180474944,  42466233
22,  1.539597341,  183077510,  42503039
23,  1.671315020,  179173771,  42510941
24,  1.547783684,  184670189,  42510674
25,  1.631478316,  184471200,  48023679
26,  1.639579261,  175862828,  42539284
27,  1.627636328,  183264138,  47895275
28,  1.581974831,  172311785,  42587791
29,  1.621396933,  182977908,  47618889
30,  1.625792886,  175657252,  42673464
31,  1.648485476,  183398815,  47752454
32,  1.578923465,  166201666,  42577203
33,  1.622189750,  180290512,  47033543
34,  1.636868648,  176248254,  42885510
35,  1.623812929,  181713016,  47129289
36,  1.586129485,  174643363,  42968950
37,  1.625580794,  185146411,  47146506
38,  1.628859124,  178937537,  43231377
39,  1.628766391,  187981908,  47397513
40,  1.611946145,  188503536,  50077037
41,  1.626574806,  187064434,  49911275
42,  1.647360033,  184173868,  43788737
43,  1.644523377,  189813275,  50346938
44,  1.601495206,  183008405,  44034974
45,  1.650069474,  192830430,  50741688
46,  1.646978207,  186663553,  44871766
47,  1.661384636,  193576278,  51280332
48,  1.604440829,  190999260,  45856437
49,  1.649766299,  189091199,  53412786
50,  1.655365284,  186048412,  45767132
51,  1.660465315,  189824549,  53650603
52,  1.611399311,  182625568,  45631275
53,  1.665539654,  191437494,  53816174
54,  1.661298289,  184670391,  46672571
55,  1.674869119,  191555395,  53825120
56,  1.640158383,  178952284,  56013917
57,  1.673623961,  189313795,  59237101
58,  1.687102874,  183392545,  47456298
59,  1.684092411,  190078438,  59927662
60,  1.621464280,  180270136,  47483545
61,  1.690123501,  191360246,  60151257
62,  1.679059868,  182159950,  48627603
63,  1.695606265,  191774698,  60085209
64,  1.598991357,  175315519,  46396763
65,  1.687585508,  187827430,  61174037
66,  1.675322024,  185558832,  60379729
67,  1.692596968,  188508312,  61373106
68,  1.666093757,  183198997,  59224119
69,  1.691996878,  189499796,  61027374
70,  1.674139090,  184802594,  60246953
71,  1.696910781,  190133409,  61160329
72,  1.679573514,  186296702,  60747795
73,  1.684752856,  185434135,  60352105
74,  1.673159438,  183699438,  59723042
75,  1.689317497,  186155163,  60277566
76,  1.662340296,  181705370,  58552436
77,  1.693373809,  187365354,  60361332
78,  1.677248556,  183176705,  59984029
79,  1.700815454,  187955650,  60504930
80,  1.693698996,  185501679,  61982534
81,  1.697180772,  184714023,  61478058
82,  1.687417689,  183214006,  60960529
83,  1.702950310,  185457028,  61414107
84,  1.678718722,  181455164,  59868335
85,  1.702831501,  186692178,  61428238
86,  1.688138852,  182769530,  61096242
87,  1.706433367,  187100252,  61370872
88,  1.706561450,  185405122,  64091208
89,  1.709098241,  184853616,  63497364
90,  1.700591247,  183381242,  63071968
91,  1.714568927,  185521422,  63554573
92,  1.693345035,  181795445,  62088463
93,  1.717254375,  186623353,  63753050
94,  1.704747911,  182982884,  63245624
95,  1.723678296,  187052423,  63883003
96,  1.717844686,  185126620,  65047364
97,  1.719974877,  184493415,  64567757
98,  1.712264908,  183272688,  64137336
99,  1.721777496,  185168431,  64507386
100,  1.703247124,  182044519,  63243831
101,  1.719965522,  186287377,  64357234
102,  1.720087826,  183181752,  65156659
103,  1.721180887,  186522229,  64239454
104,  1.720495254,  185377225,  66241208
105,  1.723304185,  184454220,  65706409
106,  1.715133758,  183487343,  65324830
107,  1.724096383,  185004643,  65630691
108,  1.704973715,  182169746,  64336556
109,  1.719961722,  186035636,  65312403
110,  1.715489624,  183181246,  65343941
111,  1.719371304,  186430321,  65196955
112,  1.696433002,  180375743,  64871705
113,  1.724119718,  185599937,  67931765
114,  1.718781778,  184331819,  67271974
115,  1.725973991,  186140570,  67763655
116,  1.710236060,  183111476,  66556235
117,  1.721831847,  187112798,  67495284
118,  1.716932817,  184214569,  67422998
119,  1.725820431,  187953923,  67731830
120,  1.723567119,  185655937,  68900331
121,  1.723466217,  185659900,  68577236
122,  1.717197593,  184467371,  68259414
123,  1.725466483,  186327513,  68686346
124,  1.710218738,  183394558,  67647077
125,  1.721512771,  187237481,  68381041
126,  1.717085438,  184490998,  68131199
127,  1.722913409,  187780948,  68206803
128,  1.696921134,  180648999,  65679440
129,  1.719990757,  185208533,  67876093
130,  1.712649908,  184184449,  67465397
131,  1.717510250,  185987798,  67239306
132,  1.707234748,  183464795,  66841849
133,  1.717400265,  187176099,  67319447
134,  1.712401037,  184593383,  67535115
135,  1.718957339,  187888520,  67255122
136,  1.697595948,  182516590,  66344820
137,  1.715115175,  186692859,  68344449
138,  1.712024653,  185802317,  67998818
139,  1.716346949,  187576788,  68067256
140,  1.706815398,  185177853,  67384944
141,  1.716888676,  188806239,  67789843
142,  1.711487710,  186436396,  67857342
143,  1.717828749,  189864226,  67833605
144,  1.717149612,  187953643,  68799447
145,  1.716155963,  188035687,  68614978
146,  1.711807556,  187243426,  68405362
147,  1.717972530,  189054359,  68473390
148,  1.705898459,  186831589,  67727982
149,  1.712700239,  190501528,  68467961
150,  1.709819087,  187954050,  68455636
151,  1.713231610,  191076110,  68620048
152,  1.717052916,  189424384,  69470075
153,  1.716039487,  189783668,  69199477
154,  1.719017615,  190222915,  69000429
155,  1.716654692,  190803158,  69364731
156,  1.707795634,  188611397,  68535781
157,  1.717457734,  192507379,  69241473
158,  1.716554380,  191263277,  69290836
159,  1.714468854,  193206533,  69518622
160,  1.697337396,  187935954,  68261972
161,  1.715318353,  192188039,  70362921
162,  1.714407498,  191428758,  70254730
163,  1.714913313,  194038503,  70451815
164,  1.709090892,  191864314,  69743465
165,  1.715270309,  195877327,  70617057
166,  1.713271155,  193577498,  70284225
167,  1.715710410,  197336011,  70548763
168,  1.672266898,  195502786,  71094819
169,  1.718760828,  196664479,  70701734
170,  1.711176315,  196008187,  70579349
171,  1.716343348,  198065382,  70771549
172,  1.708828440,  196429667,  69998632
173,  1.714802891,  199715410,  70894884
174,  1.712968898,  198305690,  70618293
175,  1.715606667,  201349153,  71063079
176,  1.719039590,  199616652,  71610622
177,  1.714827328,  200300332,  71253415
178,  1.713866495,  199806732,  71213319
179,  1.715619454,  201468975,  71330210
180,  1.709012464,  200463067,  70882014
181,  1.713555513,  202696033,  71449213
182,  1.712843803,  201733262,  71256874
183,  1.713683628,  204056443,  71581194
184,  1.702547931,  201046420,  70250968
185,  1.713951741,  204164627,  72048807
186,  1.716879980,  206444053,  72089232
187,  1.713977022,  205651458,  72146975
188,  1.708000428,  203975076,  71465400
189,  1.711625722,  206968595,  72197579
190,  1.711878832,  205582260,  72044156
191,  1.713010610,  208440918,  72377463
192,  1.701411250,  204423689,  70991005
193,  1.715982689,  207985980,  72655321
194,  1.721097410,  211182621,  72642048
195,  1.715590297,  210596301,  72593863
196,  1.709666583,  209313047,  72002106
197,  1.711499777,  213143061,  72615820
198,  1.711607738,  211996853,  72542810
199,  1.713092247,  215824706,  72670620
200,  1.713064559,  214214475,  73256827
201,  1.712783456,  216301290,  72881784
202,  1.712252077,  216005353,  72867841
203,  1.712654959,  219126854,  72852065
204,  1.717180443,  221811205,  72861855
205,  1.714995235,  221984258,  73040930
206,  1.713618785,  220505225,  72817056
207,  1.715221312,  225535184,  73149242
208,  1.705852434,  220511035,  72012118
209,  1.716736996,  225242870,  73732314
210,  1.712722532,  224691307,  73345457
211,  1.716552611,  228587697,  73622067
212,  1.710566978,  226796083,  73042664
213,  1.715229529,  231633504,  73568983
214,  1.711896766,  229163747,  73648206
215,  1.717007261,  235058875,  73700577
216,  1.705331596,  229862592,  72382399
217,  1.716034855,  234313761,  73984661
218,  1.714642282,  233631610,  73621186
219,  1.716368632,  237316018,  73988703
220,  1.714472471,  235475438,  73369379
221,  1.719022833,  240182611,  73942904
222,  1.716516647,  238223555,  73847175
