b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.361151578,  451650212,  42349158
2,  2.026001443,  288299091,  42358378
3,  1.787153079,  317545348,  42528761
4,  1.750142614,  268181786,  42355364
5,  1.707340497,  265126434,  42672561
6,  1.718799358,  244766213,  42505750
7,  1.691786991,  236598774,  42513331
8,  1.701121449,  235502055,  42511484
9,  1.634886641,  219388566,  42462884
10,  1.614636295,  210339036,  42403203
11,  1.624207283,  208035500,  42467642
12,  1.609693165,  197204605,  42382082
13,  1.603885535,  201027331,  42484363
14,  1.589969897,  196363969,  42521933
15,  1.585353044,  195729480,  42504867
16,  1.563555164,  195579343,  42423218
17,  1.631717001,  185951627,  42505236
18,  1.535660535,  187084854,  42458426
19,  1.629551298,  181786372,  42463234
20,  1.529671640,  181868029,  42446230
21,  1.655910062,  180282345,  42448307
22,  1.536489973,  182866545,  42486128
23,  1.668095267,  178991268,  42486609
24,  1.545361675,  184475527,  42500739
25,  1.625906739,  184231708,  47996581
26,  1.636484718,  175668827,  42524047
27,  1.621800977,  183052212,  47867585
28,  1.578856263,  172151720,  42577448
29,  1.616792206,  182820873,  47587449
30,  1.618865812,  175444320,  42660819
31,  1.645423943,  183219277,  47711911
32,  1.574365623,  165988951,  42559457
33,  1.617073459,  180056207,  46989255
34,  1.635445802,  176066202,  42911865
35,  1.620196645,  181579280,  47092366
36,  1.583056121,  174436148,  42976747
37,  1.621623447,  184944553,  47113826
38,  1.622025881,  178742075,  43249251
39,  1.629042728,  187745460,  47340890
40,  1.608039116,  188255934,  50114357
41,  1.621483048,  186811754,  49867057
42,  1.645446855,  183970185,  43805258
43,  1.640327186,  189596164,  50348234
44,  1.598877257,  182778019,  44006944
45,  1.647700520,  192619679,  50679044
46,  1.646242312,  186444658,  44888931
47,  1.654711411,  193355711,  51229208
48,  1.599558665,  190809900,  45865857
49,  1.642395814,  188876715,  53341171
50,  1.652931933,  185838483,  45775232
51,  1.657129235,  189598093,  53628856
52,  1.608296815,  182398483,  45624265
53,  1.664152388,  191197079,  53794078
54,  1.661061963,  184468092,  46658470
55,  1.667883821,  191333198,  53789895
56,  1.633155505,  178782728,  55998722
57,  1.665751869,  189108093,  59216956
58,  1.659611983,  183173448,  47394747
59,  1.676846042,  189887195,  59891575
60,  1.615798545,  180058173,  47412227
61,  1.684741246,  191153197,  60137359
62,  1.676215709,  181964544,  48598053
63,  1.689780951,  191565143,  60081028
64,  1.595422068,  175123098,  46365842
65,  1.682362124,  187628199,  61173543
66,  1.670914570,  185352908,  60359530
67,  1.691069443,  188324027,  61370157
68,  1.660356787,  182982445,  59175348
69,  1.686027049,  189281804,  60993833
70,  1.669509156,  184619909,  60248424
71,  1.689216792,  189920387,  61134498
72,  1.673700845,  186111620,  60739380
73,  1.677999403,  185251268,  60280992
74,  1.667235852,  183507339,  59692087
75,  1.685072470,  185981245,  60267089
76,  1.657802264,  181491563,  58528519
77,  1.686696337,  187141801,  60317161
78,  1.671816286,  182986016,  59924169
79,  1.692111686,  187731375,  60424489
80,  1.686101613,  185302967,  61903859
81,  1.692485486,  184527874,  61435945
82,  1.681399381,  183017736,  60898878
83,  1.696745491,  185248233,  61350401
84,  1.669838653,  181225518,  59731087
85,  1.697717137,  186471292,  61356274
86,  1.683284356,  182590660,  61041735
87,  1.701072835,  186886657,  61293523
88,  1.700433534,  185196956,  63997224
89,  1.704396649,  184649387,  63490744
90,  1.695303353,  183173816,  62995036
91,  1.707710161,  185318242,  63471072
92,  1.686596144,  181583126,  62026005
93,  1.712237359,  186414425,  63667577
94,  1.700140567,  182796311,  63217409
95,  1.714584150,  186821935,  63772141
96,  1.709690980,  184899981,  64958393
97,  1.713733613,  184287879,  64481571
98,  1.704492050,  183094177,  64100440
99,  1.716129670,  184971867,  64476502
100,  1.695846664,  181819201,  63169349
101,  1.715041131,  186096859,  64323994
