b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.353556488,  451795436,  42361527
2,  2.024741922,  288457409,  42368539
3,  1.780515043,  317700365,  42537697
4,  1.747288113,  268399233,  42369290
5,  1.703723363,  265319782,  42691497
6,  1.715278066,  244936916,  42512775
7,  1.690974087,  236780998,  42522098
8,  1.698364323,  235643225,  42524017
9,  1.633408019,  219518335,  42476151
10,  1.628125334,  210522821,  42418013
11,  1.619884242,  208190056,  42477540
12,  1.606292716,  197367676,  42395292
13,  1.604233861,  201188687,  42502496
14,  1.588549604,  196500363,  42527384
15,  1.580546436,  195907432,  42519651
16,  1.560161046,  195748750,  42431155
17,  1.628243029,  186077680,  42516683
18,  1.544194707,  187240862,  42465530
19,  1.629958297,  181921458,  42475059
20,  1.525286572,  182019252,  42451595
21,  1.654615281,  180864339,  42457837
22,  1.534663920,  183038047,  42494550
23,  1.668552361,  179122011,  42497314
24,  1.543947280,  184629665,  42511370
25,  1.622143439,  184386888,  48011132
26,  1.632996769,  175807226,  42532343
27,  1.621184281,  183199631,  47882724
28,  1.577472392,  172269299,  42579763
29,  1.616671944,  182921567,  47607983
30,  1.618598887,  175602416,  42689163
31,  1.639763133,  183286945,  47756423
32,  1.572136704,  166134913,  42576622
33,  1.618383710,  180179916,  47042901
34,  1.632618076,  176206387,  42913814
35,  1.616683597,  181736350,  47142298
36,  1.579187984,  174603435,  42993062
37,  1.620839473,  185151663,  47158417
38,  1.624612894,  178868432,  43255631
39,  1.629947369,  187886529,  47401085
40,  1.595197664,  188415828,  50103090
41,  1.611350172,  187016714,  49940890
42,  1.633745353,  184111944,  43802020
43,  1.632025320,  189781609,  50374331
44,  1.586601366,  182943854,  44005452
45,  1.629451322,  192768125,  50710824
46,  1.621754470,  186620024,  44838937
47,  1.642357706,  193521471,  51245302
48,  1.593097148,  190951581,  45801202
49,  1.629212883,  189018741,  53334423
50,  1.620731662,  185984772,  45721401
51,  1.634673669,  189743146,  53594369
52,  1.586105510,  182582118,  45588395
53,  1.654310270,  191364703,  53767046
54,  1.657049570,  184633619,  46611073
55,  1.655411565,  191508811,  53755558
56,  1.618627634,  178921421,  55976003
57,  1.663200239,  189266459,  59177533
58,  1.646111725,  183333476,  47415068
59,  1.675511106,  190019306,  59845087
60,  1.616600050,  180229676,  47461827
61,  1.680053841,  191323037,  60086210
62,  1.672193033,  182122829,  48607033
63,  1.681574175,  191705553,  60023599
64,  1.587284519,  175267402,  46388052
65,  1.677477636,  187778516,  61104808
66,  1.669660260,  185507251,  60341752
67,  1.682400365,  188450014,  61303906
68,  1.659242084,  183151640,  59181724
69,  1.685567928,  189438799,  60971744
70,  1.655097354,  184767919,  60224472
71,  1.687483651,  190078969,  61082348
72,  1.660073547,  186270376,  60699973
73,  1.676052908,  185400169,  60277763
74,  1.666301574,  183672420,  59658092
75,  1.681931325,  186105189,  60206440
76,  1.651663810,  181655452,  58486259
77,  1.683707508,  187300391,  60273125
78,  1.664995733,  183127849,  59891174
79,  1.689302252,  187914119,  60410619
