b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.357467736,  451852971,  42367770
2,  2.024742369,  288482898,  42373055
3,  1.782752172,  317778126,  42538969
4,  1.749276822,  268473864,  42373751
5,  1.704158716,  265361443,  42687966
6,  1.717368340,  244979049,  42521981
7,  1.679124605,  236819772,  42533204
8,  1.699713711,  235678139,  42524133
9,  1.634337919,  219577847,  42480379
10,  1.612889709,  210528188,  42421311
11,  1.622278128,  208237400,  42486002
12,  1.609753258,  197418766,  42402123
13,  1.607042013,  201220140,  42502085
14,  1.588275325,  196553196,  42535976
15,  1.585497731,  195955644,  42524449
16,  1.562203082,  195761098,  42429200
17,  1.629150311,  186102957,  42519845
18,  1.535388680,  187292803,  42472011
19,  1.629615246,  181980934,  42475405
20,  1.528953100,  182058157,  42454411
21,  1.654423549,  180463510,  42459811
22,  1.534742806,  183074906,  42490153
23,  1.669395110,  179166130,  42499878
24,  1.546362896,  184670831,  42503940
25,  1.625746062,  184436791,  48010345
26,  1.635764628,  175863128,  42527476
27,  1.621034861,  183249728,  47879549
28,  1.577162885,  172315496,  42568911
29,  1.618335548,  183027965,  47609708
30,  1.619758491,  175636381,  42654861
31,  1.643408813,  183404095,  47763389
32,  1.572717098,  166176526,  42569646
33,  1.616818961,  180206835,  47035722
34,  1.634257906,  176257817,  42881423
35,  1.621254547,  181775559,  47146369
36,  1.580811896,  174634702,  42958374
37,  1.621129932,  185156977,  47176581
38,  1.623166432,  178925012,  43216765
39,  1.629951164,  187931792,  47413129
40,  1.609770767,  188464385,  50063912
41,  1.622931380,  187016875,  49958642
42,  1.642465512,  184149573,  43749124
43,  1.637549079,  189811962,  50395554
44,  1.597241386,  182983555,  43972502
45,  1.646961470,  192824599,  50689504
46,  1.645193782,  186649201,  44811010
47,  1.655134999,  193570469,  51217059
48,  1.598458283,  191007151,  45773758
49,  1.643017830,  189054597,  53365638
50,  1.648862411,  186031799,  45685124
51,  1.657890608,  189811678,  53620253
52,  1.605512412,  182592638,  45550845
53,  1.662686723,  191409090,  53769171
54,  1.656729509,  184658498,  46633176
55,  1.666294056,  191529408,  53773346
56,  1.632269103,  178965779,  55985413
57,  1.665419844,  189308335,  59218213
58,  1.659020935,  183365337,  47412133
59,  1.677702996,  190084625,  59917531
60,  1.616068034,  180257748,  47466115
61,  1.681820787,  191354118,  60132695
62,  1.675365191,  182191056,  48651685
63,  1.687501225,  191750629,  60035163
64,  1.595074141,  175328108,  46432636
65,  1.680579125,  187831246,  61118385
66,  1.670493252,  185561647,  60393074
67,  1.687958093,  188507440,  61379175
68,  1.659085126,  183177982,  59205741
69,  1.685144931,  189500627,  61000893
70,  1.668511269,  184809200,  60235117
71,  1.689048692,  190097576,  61098966
72,  1.674365571,  186332511,  60700661
73,  1.677208144,  185454771,  60315965
74,  1.664810609,  183717814,  59681724
75,  1.682617669,  186174345,  60204873
76,  1.655276401,  181697310,  58498625
77,  1.684824088,  187347012,  60270281
78,  1.671291167,  183198682,  59933396
79,  1.691117726,  187915698,  60424044
80,  1.686993435,  185511502,  61945784
81,  1.688501251,  184716328,  61397583
82,  1.680111067,  183209581,  60903171
83,  1.695754911,  185454083,  61368665
84,  1.669165064,  181413218,  59769243
85,  1.696000907,  186679632,  61372175
86,  1.681148156,  182764677,  61041348
87,  1.699247688,  187098300,  61314085
88,  1.699022938,  185401893,  64017250
89,  1.700318853,  184838009,  63457393
90,  1.693669161,  183369178,  63029180
91,  1.707232290,  185528331,  63505526
92,  1.685006523,  181782329,  62028848
