b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.361835026,  451832158,  42390955
2,  2.027166897,  288479574,  42401362
3,  1.789141297,  317701946,  42576661
4,  1.752685880,  268412542,  42400029
5,  1.710390172,  265373911,  42722379
6,  1.719330670,  244977533,  42545629
7,  1.694221481,  236789902,  42556952
8,  1.701399125,  235691868,  42553538
9,  1.637143951,  219584013,  42507417
10,  1.617416098,  210543554,  42449293
11,  1.626600341,  208226465,  42509079
12,  1.614427595,  197424088,  42426895
13,  1.608020090,  201241112,  42530284
14,  1.593012881,  196540179,  42566856
15,  1.587625939,  195952774,  42550626
16,  1.567865846,  195793656,  42463468
17,  1.635304460,  186151255,  42546650
18,  1.539581957,  187280553,  42496593
19,  1.633491615,  181952425,  42506531
20,  1.532711644,  182047874,  42481869
21,  1.663259689,  180642741,  42488902
22,  1.541140092,  183048366,  42515966
23,  1.672631981,  179157798,  42533108
24,  1.550976334,  184669400,  42534643
25,  1.631515861,  184430745,  48041650
26,  1.639897792,  175855603,  42561223
27,  1.629312743,  183256411,  47906545
28,  1.581997161,  172320314,  42607567
29,  1.623170099,  183010067,  47633201
30,  1.625810029,  175629382,  42696621
31,  1.649332943,  183423104,  47762311
32,  1.580859970,  166161062,  42604591
33,  1.623566903,  180273450,  47042170
34,  1.636877323,  176238057,  42929986
35,  1.623602826,  181732387,  47165692
36,  1.586674065,  174633016,  43007241
37,  1.627238652,  185147822,  47178602
38,  1.630339683,  178949555,  43278108
39,  1.635820016,  187961365,  47415322
40,  1.614695018,  188481751,  50134541
41,  1.625782758,  187062255,  49928764
42,  1.649236204,  184165941,  43825230
43,  1.646116580,  189835454,  50401086
44,  1.601492210,  182985623,  44047893
45,  1.650548500,  192833968,  50738388
46,  1.649921055,  186656317,  44929804
47,  1.660917832,  193565049,  51301579
48,  1.604282351,  190988815,  45873636
49,  1.651855025,  189069137,  53425984
50,  1.654302773,  186049466,  45779825
51,  1.663802815,  189783220,  53666845
52,  1.608552662,  182606103,  45624953
53,  1.666417915,  191427526,  53819819
54,  1.663363336,  184673458,  46688106
55,  1.673091069,  191556138,  53809014
56,  1.638765488,  178943150,  56023447
57,  1.672479126,  189290937,  59241706
58,  1.662106099,  183375408,  47487623
59,  1.682222819,  190085691,  59922225
60,  1.620755224,  180247682,  47494962
61,  1.687842805,  191343434,  60141080
62,  1.680270107,  182171368,  48664805
63,  1.691477737,  191728562,  60074643
64,  1.597734431,  175321533,  46390981
65,  1.684861224,  187808580,  61178738
66,  1.672095204,  185533385,  60398409
67,  1.689760629,  188500860,  61384627
68,  1.662923575,  183176318,  59214776
69,  1.689790226,  189484238,  61040325
70,  1.673996960,  184793913,  60260955
71,  1.695257691,  190096948,  61159312
72,  1.679025894,  186276596,  60768844
73,  1.681875632,  185449330,  60354104
74,  1.669422647,  183703034,  59743235
75,  1.686342269,  186147755,  60290900
76,  1.660015462,  181672784,  58558891
77,  1.686694098,  187337228,  60332485
78,  1.674151746,  183177856,  59966525
79,  1.697556004,  187925821,  60485264
80,  1.692036239,  185499748,  61955916
81,  1.689231666,  184695647,  61478473
82,  1.673239353,  183211050,  60932391
83,  1.697398344,  185424365,  61367470
84,  1.674665059,  181408091,  59787039
85,  1.701135988,  186674918,  61401739
86,  1.688811285,  182760059,  61115582
87,  1.705072974,  187087199,  61321880
88,  1.703935581,  185386625,  64054280
89,  1.708572174,  184864779,  63513615
90,  1.700670913,  183374454,  63076128
91,  1.712169964,  185512131,  63519000
92,  1.689584954,  181776132,  62043958
93,  1.715140898,  186610015,  63730885
94,  1.702664897,  182966339,  63268589
95,  1.718639675,  187045728,  63865149
96,  1.714991507,  185105437,  65053731
97,  1.720115436,  184471740,  64553311
98,  1.712715970,  183280514,  64164074
99,  1.721503050,  185157695,  64502486
100,  1.701800783,  182013389,  63248151
101,  1.720696587,  186273945,  64349744
102,  1.720800759,  183146217,  65196612
103,  1.717808602,  186531342,  64209686
104,  1.719343630,  185352438,  66272993
105,  1.718988779,  184434658,  65694963
106,  1.712654676,  183483260,  65309623
107,  1.721161191,  184991965,  65599083
108,  1.696865659,  182172501,  64390842
109,  1.717592042,  186023619,  65238215
110,  1.713183759,  183150295,  65303582
111,  1.717677059,  186419214,  65162804
112,  1.696654915,  180397873,  64844712
113,  1.721286077,  185585495,  67890658
114,  1.718706979,  184319437,  67258445
115,  1.724005988,  186135097,  67704533
116,  1.704906328,  183110790,  66589196
117,  1.720035336,  187096503,  67427839
118,  1.716751471,  184226290,  67419287
119,  1.723784436,  187955057,  67689228
120,  1.710109347,  185681604,  68915988
121,  1.720088544,  185671544,  68537980
122,  1.712373156,  184481071,  68241286
123,  1.723178666,  186306898,  68629376
124,  1.710468356,  183406468,  67660475
125,  1.721269633,  187233466,  68349715
126,  1.711205633,  184500129,  68138067
127,  1.722333742,  187759108,  68168135
128,  1.697093775,  180613657,  65657462
129,  1.717903599,  185206224,  67810061
130,  1.714129596,  184198963,  67462208
131,  1.708502633,  185964114,  67196881
132,  1.703882629,  183438445,  66810851
133,  1.705759468,  187425955,  67337687
134,  1.704278507,  184575945,  67501596
135,  1.710831564,  187840931,  67207150
136,  1.685318242,  182512289,  66333162
137,  1.708750165,  186658059,  68286532
138,  1.715421394,  185781175,  67999611
139,  1.718615270,  187541302,  68062655
140,  1.708064882,  185173963,  67328183
141,  1.712748912,  188785676,  67749819
142,  1.712532337,  186392693,  67829211
143,  1.711549471,  189844052,  67798670
144,  1.687463768,  187920550,  68797219
145,  1.696846441,  188023902,  68552140
146,  1.704433055,  187239830,  68409389
147,  1.701614588,  189027561,  68441731
148,  1.692511965,  186818844,  67730727
149,  1.712466743,  190481112,  68447353
150,  1.712585185,  187961961,  68481486
151,  1.714083633,  191051797,  68596414
152,  1.716833642,  189415749,  69457359
153,  1.713653246,  189742423,  69144269
154,  1.720852970,  190228286,  69009763
155,  1.715196459,  190769744,  69313160
156,  1.697997757,  188599129,  68524731
157,  1.710869891,  192496498,  69203521
158,  1.717841286,  191251824,  69293343
159,  1.707386454,  193168571,  69506021
160,  1.701230164,  187938282,  68263869
161,  1.714397977,  192167627,  70327333
162,  1.716149272,  191410180,  70230276
163,  1.714178585,  194052610,  70415014
164,  1.711529921,  191838036,  69741669
165,  1.716667438,  195831122,  70556638
166,  1.712130480,  193584258,  70305495
167,  1.716479365,  197314261,  70537625
168,  1.715268342,  195471841,  71107045
169,  1.708362266,  196655148,  70646134
170,  1.715289090,  196067643,  70524212
171,  1.717880482,  198074684,  70740369
172,  1.704766013,  196374399,  70022125
173,  1.714708874,  199671356,  70858765
174,  1.717607514,  198723129,  71068922
175,  1.715691347,  201302373,  71015908
176,  1.718333615,  199722004,  71591051
177,  1.718178530,  200272781,  71203990
178,  1.715337097,  199803701,  71218558
179,  1.713370872,  201423325,  71320078
180,  1.708266370,  200414274,  70857697
181,  1.713675442,  202688729,  71399671
182,  1.700589828,  201678780,  71231959
183,  1.713426091,  204031091,  71590488
184,  1.700556716,  201014878,  70242569
185,  1.715108513,  204129304,  72010043
186,  1.719011649,  206415399,  72061730
187,  1.712605296,  205635640,  72123245
188,  1.708470237,  203923877,  71417258
189,  1.714298908,  206945121,  72166121
190,  1.710031010,  205582069,  72020002
191,  1.704551295,  208420935,  72356282
192,  1.704406742,  204380578,  70956353
193,  1.704668007,  207951865,  72577568
194,  1.713400803,  211149623,  72619868
195,  1.708334780,  210597832,  72573521
196,  1.704916247,  209256084,  71980672
197,  1.694557981,  213106600,  72614076
198,  1.707315385,  211963442,  72542090
199,  1.704727072,  215785085,  72598347
200,  1.716129986,  214145772,  73213099
201,  1.711393022,  216270362,  72888370
202,  1.706845871,  215928876,  72957999
203,  1.704309814,  219053606,  72826708
204,  1.586686410,  221780637,  72862549
205,  1.713230782,  221968581,  72988693
206,  1.704668130,  220431489,  72810006
207,  1.714406483,  225467499,  73100875
208,  1.699972368,  220459510,  71968559
209,  1.718211827,  225219445,  73705651
210,  1.715081257,  224675923,  73369752
211,  1.713471336,  228526014,  73605301
212,  1.712850344,  226740146,  73006863
213,  1.717688851,  231600390,  73540708
214,  1.716596518,  229166421,  73568330
215,  1.718914578,  235071745,  73694932
216,  1.707014325,  229849603,  72348496
217,  1.717089824,  234283396,  73942005
218,  1.714124629,  233547770,  73576889
219,  1.717140380,  237232095,  73982115
220,  1.713528270,  235430052,  73361384
221,  1.718305677,  240088216,  73923686
222,  1.717924087,  238114408,  73887157
223,  1.720063746,  243284955,  73956525
224,  1.708293119,  237775923,  72512276
225,  1.718814243,  243336158,  73966749
226,  1.725289709,  248050415,  73776229
227,  1.720587711,  248576157,  73859700
228,  1.714390244,  247517199,  73333272
229,  1.719365842,  253680739,  73815679
230,  1.717416363,  251970846,  73670622
231,  1.721239461,  260025093,  73800314
232,  1.710468821,  255394946,  72351823
233,  1.719880319,  261367281,  73364619
234,  1.728051028,  266782429,  73663691
235,  1.723657638,  267419189,  73619377
236,  1.724967432,  271047705,  73164549
237,  1.726369323,  274230943,  73624953
238,  1.726387950,  272382814,  73445629
239,  1.729177006,  280288128,  73376316
240,  1.729244538,  278243245,  73885237
241,  1.729080487,  281830157,  73575102
242,  1.730946831,  283623908,  73305631
243,  1.732723038,  288750163,  73483902
244,  1.728560828,  288603296,  72956694
245,  1.733558312,  294090985,  73189930
246,  1.729171089,  294661714,  73261471
247,  1.736684991,  300334991,  73160892
248,  1.719648966,  297234083,  72094267
249,  1.735783087,  303085487,  73201510
250,  1.733097545,  304532517,  73126555
251,  1.732216429,  308703863,  73181583
252,  1.734729730,  308978629,  72585120
253,  1.739768387,  315112070,  73132548
254,  1.742008758,  315380620,  73053550
255,  1.738575924,  320516061,  72822696
256,  1.732121638,  317172123,  71900612
257,  1.747509164,  325395824,  73215650
258,  1.746845470,  327488860,  72916473
259,  1.749797005,  334288602,  72803308
260,  1.743581774,  336563133,  72406622
261,  1.754152441,  344577394,  72784178
262,  1.753025143,  344361879,  72584990
263,  1.747062798,  352752037,  72451684
264,  1.736404045,  352362983,  71600500
265,  1.759240568,  360386891,  72585599
266,  1.754412992,  364856973,  72435758
267,  1.763548981,  369569214,  72189544
268,  1.751567051,  372241927,  71958793
269,  1.767488157,  379817971,  72234353
270,  1.757989150,  380992563,  72120956
271,  1.770739016,  388910159,  71888003
272,  1.753947099,  389915853,  71244233
273,  1.774792700,  397483190,  72129041
274,  1.764760672,  399125444,  71923247
275,  1.773686354,  405879628,  71786063
276,  1.776587041,  408830097,  71399165
277,  1.778349094,  415866270,  71734843
278,  1.781239889,  415790384,  71606785
279,  1.776881440,  421956917,  71315725
280,  1.777696317,  423810349,  70323801
281,  1.784700549,  430444630,  71264051
282,  1.783097424,  433098813,  71141455
283,  1.780735301,  436454514,  70914193
284,  1.788503363,  439557033,  70277130
285,  1.776320115,  445672452,  70614640
286,  1.775477095,  448053102,  70668641
287,  1.784716649,  451530198,  70431324
288,  1.782194308,  452714513,  69568183
289,  1.795816239,  454887545,  70352402
290,  1.784322075,  455480754,  70368968
291,  1.793601005,  455163186,  70444985
292,  1.789253739,  453768427,  70152489
293,  1.798109216,  455651347,  70222213
294,  1.802191069,  456358945,  70448814
295,  1.799411887,  457760598,  70312130
296,  1.783781482,  454041771,  69800628
297,  1.799605212,  454936054,  70432768
298,  1.793830639,  455855117,  70353662
299,  1.803164360,  456677237,  70367496
300,  1.792429895,  457008285,  70117132
