b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.359464628,  451779752,  42391514
2,  2.022967966,  288432387,  42403910
3,  1.782489377,  317717680,  42572985
4,  1.748676431,  268392138,  42405791
5,  1.707494023,  265318247,  42727428
6,  1.716423597,  244922351,  42552062
7,  1.691806466,  236773433,  42562121
8,  1.700089472,  235618873,  42555562
9,  1.633548294,  219517664,  42515099
10,  1.613861350,  210481863,  42448226
11,  1.622459252,  208189381,  42515239
12,  1.610212520,  197379856,  42430389
13,  1.603726130,  201201640,  42538328
14,  1.590544503,  196506094,  42566076
15,  1.584270927,  195897323,  42550675
16,  1.561912432,  195745566,  42461683
17,  1.630349675,  186090925,  42553573
18,  1.537743283,  187240297,  42495623
19,  1.630109336,  181876322,  42507885
20,  1.529608135,  181998498,  42487056
21,  1.657502307,  180415945,  42494779
22,  1.535959094,  183004822,  42523191
23,  1.670263500,  179113925,  42536047
24,  1.547171114,  184621899,  42545996
25,  1.627724252,  184381997,  48059585
26,  1.636065874,  175792177,  42570416
27,  1.627169855,  183210106,  47935989
28,  1.577858069,  172253113,  42620191
29,  1.621681679,  182920506,  47675042
30,  1.622131253,  175581023,  42715780
31,  1.646994019,  183353933,  47816872
32,  1.576670583,  166157399,  42615859
33,  1.618390649,  180184059,  47100859
34,  1.635597824,  176199975,  42951297
35,  1.622776830,  181743600,  47227673
36,  1.581140106,  174573387,  43024871
37,  1.625462423,  185101242,  47245653
38,  1.629013180,  178873846,  43303536
39,  1.635259938,  187901354,  47488106
40,  1.612001377,  188441694,  50197263
41,  1.624844011,  186986020,  50011714
42,  1.645788537,  184109768,  43854659
43,  1.643014823,  189781632,  50460508
44,  1.598963421,  182951329,  44061574
45,  1.647808448,  192775989,  50746961
46,  1.646705181,  186616232,  44914920
47,  1.657467425,  193524382,  51282859
48,  1.600269779,  190950173,  45855354
49,  1.647596418,  189027212,  53389394
50,  1.653003975,  185990310,  45783989
51,  1.657854558,  189757367,  53662813
52,  1.606953417,  182567210,  45645282
53,  1.663221979,  191355161,  53810984
54,  1.660462665,  184624989,  46692229
55,  1.668783719,  191484674,  53774149
56,  1.634718380,  178896723,  56055708
57,  1.668275311,  189251701,  59209272
58,  1.658761945,  183307536,  47424407
59,  1.676649351,  190029047,  59874486
60,  1.617178772,  180202393,  47454482
61,  1.682895150,  191300456,  60109547
62,  1.673970660,  182117268,  48591870
63,  1.688390225,  191694175,  60037894
64,  1.594996322,  175264314,  46404784
65,  1.680558842,  187762751,  61152873
66,  1.666873016,  185494374,  60401714
67,  1.684261180,  188435808,  61376889
68,  1.652501826,  183147822,  59233147
69,  1.680057440,  189449625,  61016789
70,  1.665063983,  184769072,  60273990
71,  1.685865024,  190068062,  61128231
72,  1.658512842,  186250431,  60755540
73,  1.664651191,  185399626,  60324443
74,  1.666526611,  183648673,  59683073
75,  1.682642879,  186117259,  60270040
76,  1.659342522,  181656717,  58553651
77,  1.687673149,  187304716,  60350564
78,  1.672820137,  183124024,  59947275
79,  1.694797490,  187862282,  60456890
80,  1.686387882,  185451842,  61961990
81,  1.687926659,  184683213,  61466071
82,  1.681508072,  183153662,  60927908
83,  1.695120319,  185382881,  61372594
84,  1.670869051,  181394876,  59783985
85,  1.698405988,  186630221,  61399748
86,  1.684480329,  182705160,  61073189
87,  1.702521058,  187040675,  61332584
88,  1.701412490,  185344500,  64034045
89,  1.705396035,  184807756,  63490721
90,  1.695189775,  183328989,  63026156
91,  1.706565293,  185461649,  63498963
92,  1.688533634,  181754909,  62046165
93,  1.710974121,  186566305,  63694078
94,  1.702007250,  182950533,  63212718
95,  1.715112595,  186984871,  63841396
96,  1.713517344,  185067987,  65001103
97,  1.716816689,  184422938,  64504615
98,  1.708417321,  183209583,  64124643
99,  1.718905702,  185111014,  64468088
100,  1.694559542,  181972485,  63205525
101,  1.716657844,  186238071,  64353504
102,  1.715397377,  183113657,  65125847
103,  1.717527983,  186473234,  64186683
104,  1.712084508,  185301019,  66169418
105,  1.717180375,  184398524,  65647511
106,  1.711175324,  183432286,  65253229
107,  1.719569173,  184952550,  65543886
108,  1.697875081,  182114440,  64276990
109,  1.713797886,  185976305,  65183100
110,  1.711489173,  183114659,  65224400
111,  1.708350569,  186384468,  65125135
112,  1.691142984,  180348289,  64761292
113,  1.719709696,  185576437,  67826080
114,  1.700946007,  184286215,  67188805
115,  1.720455009,  186107988,  67613783
116,  1.704445962,  183056895,  66488941
117,  1.712989203,  187067382,  67427821
118,  1.714747469,  184191450,  67383520
119,  1.718710559,  187695008,  67556164
120,  1.715894783,  185621048,  68859638
121,  1.719150934,  185637694,  68485416
122,  1.711983320,  184444398,  68203990
123,  1.718990934,  186286632,  68591183
124,  1.698753566,  183356419,  67603758
125,  1.694224753,  187199831,  68315418
126,  1.693620451,  184467896,  68104685
127,  1.696933127,  187779274,  68141665
128,  1.692208467,  180616837,  65610774
129,  1.712641391,  185145419,  67746176
130,  1.708896753,  184145016,  67418813
131,  1.714880640,  185941660,  67185831
132,  1.692650032,  183418586,  66809623
133,  1.671876935,  187088836,  67231647
134,  1.701662955,  184575609,  67503213
135,  1.700573557,  187629036,  67182517
136,  1.683856062,  182494040,  66313907
137,  1.706777566,  186643240,  68275778
138,  1.704637168,  185761119,  67953153
139,  1.712444404,  187522250,  67997707
140,  1.700358068,  185130137,  67307030
141,  1.715532840,  188763366,  67729651
142,  1.707014646,  186392115,  67804810
143,  1.714180470,  189825004,  67756733
144,  1.714255434,  187908395,  68765651
145,  1.712547435,  188012242,  68493896
146,  1.710339458,  187197099,  68359313
147,  1.716159213,  188994937,  68419556
148,  1.704047373,  186800953,  67693184
149,  1.712625014,  190139541,  68292833
150,  1.710652392,  187926896,  68458188
151,  1.713484735,  191031849,  68575103
152,  1.716066622,  189407766,  69463523
153,  1.714804028,  189727011,  69139843
154,  1.717609164,  190205551,  68979306
155,  1.715366137,  190758509,  69318770
156,  1.704540154,  188588305,  68489123
157,  1.712828791,  192493913,  69191099
158,  1.717221322,  191208278,  69246905
159,  1.711564159,  193200859,  69468280
160,  1.697795690,  187922701,  68216109
161,  1.716012489,  192173814,  70317725
162,  1.713333657,  191408155,  70217880
163,  1.715877569,  194286406,  70463437
164,  1.708973236,  191812173,  69688969
165,  1.716544013,  195831165,  70570614
166,  1.712128171,  193539740,  70266922
167,  1.713371355,  197318229,  70545263
168,  1.713793160,  195471563,  71073608
169,  1.714979780,  196632577,  70617174
170,  1.712671105,  196055886,  70491221
171,  1.714311453,  198080277,  70742442
172,  1.706095454,  196361836,  69987326
173,  1.713687050,  199684525,  70816745
174,  1.712070887,  198270042,  70570764
175,  1.715314606,  201342610,  70978012
176,  1.713539042,  199739752,  71540530
177,  1.714044268,  200266637,  71185551
178,  1.714239868,  199786308,  71170167
179,  1.713359514,  201430640,  71279791
180,  1.706554349,  200442321,  70833074
181,  1.712876648,  202698322,  71387220
182,  1.709924098,  201692026,  71221140
183,  1.712762440,  204020635,  71552557
184,  1.701665019,  201010940,  70225276
185,  1.712867432,  204151343,  71995214
186,  1.720539308,  206467809,  72056184
187,  1.713621904,  205626994,  72096111
188,  1.707693112,  203945758,  71387543
189,  1.712037613,  206974403,  72164309
190,  1.710748496,  205550487,  71981579
191,  1.712121795,  208405526,  72316732
192,  1.700035715,  204405380,  70913536
193,  1.712358703,  207993921,  72565301
194,  1.715632052,  211150152,  72604772
195,  1.712788770,  210595045,  72518248
196,  1.706142685,  209298034,  71967934
197,  1.711152249,  213136944,  72556379
198,  1.709820443,  211955136,  72509501
199,  1.712340832,  215828385,  72603679
200,  1.713666181,  214178063,  73200571
201,  1.713259375,  216299755,  72847597
202,  1.710464304,  216003122,  72844354
203,  1.710436944,  219077253,  72798342
204,  1.712711082,  221792076,  72834291
205,  1.711523436,  221999144,  72986165
206,  1.709637285,  220515082,  72761724
207,  1.711330455,  225528352,  73069949
208,  1.701644927,  220553974,  71984369
209,  1.714457328,  225249569,  73688811
210,  1.712480752,  224695079,  73328046
211,  1.715100319,  228540923,  73568505
212,  1.710797263,  226830874,  73002437
213,  1.714847058,  231672699,  73505160
214,  1.713376293,  229264787,  73545863
215,  1.713982861,  235082679,  73666865
216,  1.703460775,  229922982,  72343246
217,  1.714206894,  234297540,  73932634
218,  1.712844281,  233607838,  73541543
219,  1.715379472,  237317636,  73978573
220,  1.709168586,  235447988,  73358879
221,  1.717700201,  240178310,  73899082
222,  1.714464700,  238190709,  73835220
223,  1.716936216,  243319630,  73945116
224,  1.704020431,  237827271,  72488336
225,  1.717704810,  243408740,  73968848
226,  1.722417353,  248142581,  73765521
227,  1.716306289,  248666575,  73851887
228,  1.710547587,  247560144,  73320953
229,  1.718881615,  253863469,  73735305
230,  1.715717566,  252040917,  73632525
231,  1.719267958,  260108104,  73779574
232,  1.707625768,  255494573,  72365400
233,  1.717970297,  261436741,  73330650
234,  1.724923776,  266837377,  73655394
235,  1.722164064,  267466973,  73601208
236,  1.724902009,  271196734,  73153147
237,  1.725230027,  274297913,  73589026
238,  1.725181972,  272465435,  73426609
239,  1.726619458,  280328078,  73374027
240,  1.725154835,  278240307,  73863035
241,  1.726893570,  281955036,  73512358
242,  1.725797026,  283688102,  73292308
243,  1.728752759,  288830330,  73496073
244,  1.726772848,  288696885,  72921804
245,  1.729429425,  294193619,  73151929
246,  1.729497864,  294755253,  73246956
247,  1.733108393,  300858653,  73129319
