b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.362654759,  451675011,  42354161
2,  2.026408484,  288317957,  42361004
3,  1.787015652,  317511765,  42527813
4,  1.751902796,  268242035,  42371726
5,  1.708068171,  265135997,  42674732
6,  1.720461250,  244775150,  42502918
7,  1.693758873,  236622932,  42514563
8,  1.702168105,  235504196,  42511224
9,  1.638154961,  219370450,  42465157
10,  1.616334305,  210343112,  42408841
11,  1.624961784,  208049123,  42470058
12,  1.612310089,  197238503,  42389418
13,  1.605886266,  201041083,  42488943
14,  1.590970206,  196354884,  42517048
15,  1.589000835,  195770161,  42508931
16,  1.562789733,  195561174,  42419330
17,  1.631405191,  185967635,  42500202
18,  1.537979347,  187099227,  42460481
19,  1.632077459,  181780466,  42463372
20,  1.533302177,  181866855,  42443627
21,  1.658811860,  180294023,  42442622
22,  1.537260370,  182872460,  42478534
23,  1.671811021,  178996433,  42484006
24,  1.548429530,  184486716,  42486152
25,  1.627853823,  184258904,  47987729
26,  1.639183754,  175680280,  42513802
27,  1.623544013,  183039801,  47850978
28,  1.577276091,  172139339,  42551169
29,  1.619065944,  182841980,  47574829
30,  1.619692618,  175467247,  42633382
31,  1.645354132,  183154882,  47694448
32,  1.576302033,  166038175,  42545769
33,  1.618124662,  180086945,  46979668
34,  1.635001553,  176062450,  42851647
35,  1.621319574,  181522860,  47056401
36,  1.583235207,  174449467,  42941077
37,  1.623763808,  184997854,  47096308
38,  1.625604338,  178750309,  43187661
39,  1.629980092,  187732422,  47325189
40,  1.610144759,  188295597,  50027738
41,  1.623265493,  186823987,  49850374
42,  1.645058607,  183958561,  43721286
43,  1.642599237,  189603812,  50289634
44,  1.599218477,  182781377,  43941188
45,  1.647297093,  192617567,  50604674
46,  1.648161796,  186461217,  44758898
47,  1.656398053,  193363415,  51176952
48,  1.600997664,  190807379,  45748184
49,  1.643631874,  188871459,  53303599
50,  1.652614894,  185857556,  45650326
51,  1.660559838,  189627349,  53597484
52,  1.608739967,  182423535,  45523406
53,  1.664125948,  191196324,  53765874
54,  1.662799699,  184496361,  46601942
55,  1.668795818,  191335753,  53744545
56,  1.632844010,  178756496,  55952842
57,  1.667253284,  189102714,  59152209
58,  1.661915216,  183214520,  47399550
59,  1.679419680,  189886964,  59849625
60,  1.619357252,  180075748,  47480827
61,  1.686170317,  191157147,  60119128
62,  1.679424017,  181993628,  48664140
63,  1.690142159,  191531507,  60037612
64,  1.597156308,  175121689,  46380867
65,  1.685731923,  187630650,  61071051
66,  1.671877161,  185324287,  60264833
67,  1.687850745,  188281344,  61274779
68,  1.663000886,  182973171,  59069263
69,  1.687376604,  189258139,  60905094
70,  1.670681342,  184598343,  60106139
71,  1.692187372,  189887692,  61031067
72,  1.673417757,  186091391,  60603836
73,  1.679598952,  185260015,  60217939
74,  1.667499540,  183512341,  59524653
75,  1.683273789,  185940000,  60117641
76,  1.659723342,  181493592,  58378370
77,  1.686264502,  187164824,  60199176
78,  1.671296989,  182960785,  59764656
79,  1.692356480,  187729684,  60300873
80,  1.686135516,  185289684,  61752109
81,  1.692085233,  184526455,  61294441
82,  1.681259439,  183013861,  60735256
83,  1.695460109,  185233264,  61225419
84,  1.670773538,  181217677,  59592105
85,  1.697318637,  186451822,  61233133
86,  1.681772443,  182557025,  60891588
87,  1.700749990,  186897952,  61184524
88,  1.699686190,  185189612,  63867559
89,  1.702249097,  184642102,  63293278
90,  1.694339634,  183153381,  62849203
91,  1.706900395,  185324679,  63338103
92,  1.688837230,  181595055,  61872490
93,  1.708212509,  186414435,  63516604
94,  1.696631245,  182773818,  62994439
95,  1.715361384,  186842756,  63637109
96,  1.710699850,  184900569,  64799483
97,  1.713892762,  184276036,  64314747
98,  1.706100100,  183032402,  63911493
99,  1.716323928,  184982541,  64288033
100,  1.697990658,  181839323,  63036001
101,  1.713185659,  186059038,  64134190
102,  1.712279803,  182937552,  64923664
103,  1.715188594,  186332141,  64018393
104,  1.714263231,  185153160,  66017424
105,  1.716312394,  184241552,  65496028
106,  1.709140804,  183269458,  65073369
107,  1.716705354,  184778146,  65390394
108,  1.704558935,  181967182,  64150073
109,  1.712105117,  185813626,  65055797
110,  1.706608104,  182932027,  65083959
111,  1.713113409,  186223080,  64982346
112,  1.688811525,  180149962,  64605829
113,  1.720004200,  185362073,  67683816
114,  1.711933191,  184099970,  67054218
115,  1.718453122,  185891519,  67489433
116,  1.705070762,  182891290,  66378853
