b,  time,  L1-dcache-load-misses,  LLC-load-misses
1,  2.354463746,  451836585,  42391800
2,  2.010981729,  288453926,  42395532
3,  1.769391245,  317758652,  42574968
4,  1.730035471,  268425048,  42404512
5,  1.696808746,  265339608,  42721019
6,  1.715961436,  244954401,  42545882
7,  1.680374847,  236782318,  42556878
8,  1.701055245,  235666005,  42558690
9,  1.617086492,  219561426,  42503301
10,  1.614577693,  210545193,  42449498
11,  1.623590245,  208213875,  42515729
12,  1.607479713,  197413471,  42428928
13,  1.603042045,  201209791,  42529877
14,  1.589261406,  196539502,  42558820
15,  1.588159090,  195929047,  42554879
16,  1.563895899,  195764110,  42462050
17,  1.630372686,  186132704,  42551461
18,  1.534971775,  187264555,  42500689
19,  1.633127207,  181944331,  42506976
20,  1.533233927,  182050187,  42482094
21,  1.656353201,  180449271,  42495206
22,  1.536023384,  183046126,  42524291
23,  1.669922066,  179162653,  42536036
24,  1.548929083,  184656650,  42543428
25,  1.630520028,  184421212,  48060596
26,  1.638710802,  175850441,  42571523
27,  1.623802017,  183232294,  47930230
28,  1.579690160,  172295503,  42616557
29,  1.622604264,  183025244,  47671991
30,  1.624851483,  175621639,  42713577
31,  1.650000167,  183408982,  47828769
32,  1.576530355,  166157354,  42606862
33,  1.617493711,  180278319,  47111676
34,  1.635389294,  176247298,  42964680
35,  1.624549337,  181769644,  47229442
36,  1.584511318,  174623446,  43036162
37,  1.624671609,  185165019,  47251089
38,  1.625770480,  178923642,  43322193
39,  1.633052759,  187945178,  47501791
40,  1.613603932,  188484135,  50223577
41,  1.627394147,  187050311,  50042810
42,  1.647940902,  184167029,  43897043
43,  1.643451257,  189790430,  50464148
44,  1.596127946,  182985233,  44037442
45,  1.647460371,  192819732,  50759424
46,  1.646811857,  186642269,  44897523
47,  1.659170426,  193557778,  51282980
48,  1.583918021,  190989351,  45872188
49,  1.644513506,  189049754,  53384636
50,  1.651638616,  186016753,  45779615
51,  1.660164724,  189807915,  53667929
52,  1.606261179,  182596243,  45642571
53,  1.665968143,  191402103,  53797228
54,  1.659525867,  184646555,  46675086
55,  1.668679572,  191543031,  53797277
56,  1.634976406,  178950772,  56025988
57,  1.665925530,  189287536,  59207834
58,  1.658545701,  183359334,  47441289
59,  1.676559517,  190088036,  59888107
60,  1.617722368,  180238902,  47455423
61,  1.687280826,  191365037,  60136981
62,  1.675186962,  182164698,  48582674
63,  1.687509366,  191734758,  60073587
64,  1.594663380,  175329038,  46371754
65,  1.679918206,  187789416,  61187683
66,  1.668376571,  185532554,  60366390
67,  1.687149849,  188491982,  61377761
68,  1.660363707,  183162065,  59198048
69,  1.689271493,  189487176,  61071616
70,  1.670300414,  184792489,  60276611
71,  1.690289649,  190095402,  61147724
72,  1.674314565,  186310893,  60778664
73,  1.679047901,  185436232,  60374097
74,  1.668913224,  183686033,  59712659
75,  1.685368855,  186173847,  60291745
76,  1.658059161,  181667800,  58522502
77,  1.689323142,  187350420,  60375257
78,  1.673145577,  183172284,  59930833
79,  1.693306259,  187932894,  60482942
80,  1.688095393,  185496747,  61952828
81,  1.691244719,  184702694,  61470884
82,  1.682808686,  183189687,  60907343
83,  1.697231394,  185430810,  61401007
84,  1.672190969,  181398808,  59766667
85,  1.702063584,  186685308,  61402539
86,  1.685872005,  182746484,  61059057
