b,  time,  L1-dcache-load-misses
193,  0.754239362,  382835793
194,  0.753818418,  383242084
195,  0.753302911,  383870454
196,  0.787863901,  387509413
197,  0.772868259,  384199183
198,  0.782474401,  385844215
199,  0.777524730,  383489554
200,  0.774980604,  380935182
201,  0.783377981,  383231797
202,  0.796178908,  381136637
203,  0.768352670,  380738617
204,  0.797836911,  382226678
205,  0.799557580,  387952348
206,  0.789302007,  381684141
207,  0.784435168,  382717130
208,  0.788394260,  380618258
209,  0.780784142,  381716439
210,  0.793120516,  382129913
211,  0.818505966,  386418970
212,  0.820283653,  387100801
213,  0.794784570,  378402735
214,  0.805846223,  383912956
215,  0.803552516,  383286198
216,  0.808582688,  382057929
217,  0.787204363,  380799782
218,  0.782061650,  380534168
219,  0.786886615,  379937941
220,  0.803499341,  377698379
221,  0.798177670,  377689131
222,  0.795790555,  379283414
223,  0.790185039,  377405421
224,  0.803480906,  378285792
225,  0.797451906,  378328820
226,  0.797285922,  377794290
227,  0.811113931,  376358330
228,  0.841897805,  383652114
229,  0.782188765,  376882894
230,  0.818719349,  380279997
231,  0.828273859,  375706084
232,  0.819316996,  377621760
233,  0.805443389,  375652991
234,  0.794470047,  377054983
235,  0.787544598,  376709080
236,  0.795920743,  376213502
237,  0.792820072,  375464181
238,  0.795417186,  379024189
239,  0.807743448,  375620974
240,  0.788377678,  375176104
241,  0.825882370,  383411403
242,  0.797350556,  377590234
243,  0.818353860,  378630871
244,  0.795410248,  376254527
245,  0.790951346,  378301157
246,  0.793932270,  376753473
247,  0.806335427,  378483743
248,  0.796682729,  376145065
249,  0.832459105,  382882189
250,  0.810517765,  379920145
251,  0.790326580,  378038721
252,  0.797144003,  379580000
253,  0.799108350,  378361618
254,  0.799533873,  378255932
255,  0.818402898,  378632861
256,  0.825440671,  377583924
257,  0.817982794,  376742381
258,  0.804830825,  375296316
259,  0.817178371,  375956963
260,  0.824827745,  381362587
261,  0.849204032,  377518604
262,  0.819454801,  378258922
263,  0.853673249,  380494913
264,  0.834942693,  377935265
265,  0.836733137,  377888243
266,  0.869418042,  380081279
267,  0.844239614,  376284087
268,  0.856891333,  376103105
269,  0.852008078,  380133284
270,  0.864177665,  382598550
271,  0.824523748,  375850976
272,  0.825731990,  372370261
273,  0.851068238,  378529885
274,  0.840457470,  375048053
275,  0.840041099,  376738214
276,  0.830809061,  375312907
277,  0.841211225,  372571069
278,  0.847758409,  376715010
279,  0.845339832,  374899847
280,  0.860260030,  374332578
281,  0.830143093,  374616520
282,  0.830177363,  370862409
283,  0.836089053,  371486114
284,  0.843963088,  373575294
285,  0.845483934,  373426265
286,  0.834615199,  373776298
287,  0.855509360,  373286979
288,  0.840111183,  371489463
289,  0.835503441,  372912983
290,  0.840852841,  373289406
291,  0.854815812,  373719277
292,  0.854946206,  372728344
293,  0.864060291,  373757984
294,  0.841715469,  373437761
295,  0.886514255,  371106767
296,  0.869394901,  374197437
297,  0.889119742,  370338943
298,  0.860416191,  376217501
299,  0.864339419,  373653277
300,  0.902530692,  381913547
