b,  time,  L1-dcache-load-misses
1,  0.570043205,  334286501
2,  0.635501656,  199034780
3,  0.514317554,  228832977
4,  0.494421024,  191610416
5,  0.489953487,  180942899
6,  0.488088386,  159294256
7,  0.496432853,  157092519
8,  0.480965087,  115744371
9,  0.458144223,  150636332
10,  0.455439303,  147660157
11,  0.454448269,  148574729
12,  0.441236251,  136949518
13,  0.482230721,  146976677
14,  0.457594318,  143559622
15,  0.517292248,  145902090
16,  0.444282914,  124394680
17,  0.454561470,  149943511
18,  0.495473740,  152543776
19,  0.478374082,  158273022
20,  0.477595599,  161352210
21,  0.494140596,  179175286
22,  0.533910994,  202680206
23,  0.536529174,  209026134
24,  0.521669032,  209101353
25,  0.525330365,  229932166
26,  0.530127136,  242721515
27,  0.548106321,  254339583
28,  0.544910806,  262553368
29,  0.561846567,  273838125
30,  0.593506841,  283448534
31,  0.613493824,  307505806
32,  0.580027181,  298160667
33,  0.609016705,  313720290
34,  0.620846924,  343963520
35,  0.646045338,  355819065
36,  0.652158211,  363135758
37,  0.671313847,  370013122
38,  0.649379092,  368860606
39,  0.657464619,  373533077
40,  0.646480266,  381768484
41,  0.658309408,  381504083
42,  0.654781620,  384706895
43,  0.643687105,  386441201
44,  0.648975571,  386887472
45,  0.670557647,  387716290
46,  0.674323415,  387684281
47,  0.665475453,  388263671
48,  0.657956120,  386064939
49,  0.692052400,  390173927
50,  0.665814452,  388475579
51,  0.681936014,  389234012
52,  0.689426978,  391248758
53,  0.691217320,  389518545
54,  0.693633815,  388656369
55,  0.699612709,  389300753
56,  0.688079311,  388971851
57,  0.690783442,  388672941
58,  0.702514666,  387956380
59,  0.737079697,  391758934
60,  0.717569062,  386368160
61,  0.729434027,  390851420
62,  0.739432134,  390191158
63,  0.758256674,  397147280
64,  0.728381027,  385889776
65,  0.738220460,  388862217
66,  0.768824435,  392699282
67,  0.731697785,  391232799
68,  0.713547190,  385583617
69,  0.757001172,  397039941
70,  0.747249472,  390822424
71,  0.736668545,  389986233
72,  0.727778383,  389563290
73,  0.747111132,  391659952
74,  0.725944166,  390384470
75,  0.723883474,  390520987
76,  0.712639394,  386972504
77,  0.735170824,  396196002
78,  0.709022809,  386694145
79,  0.715434099,  387691153
80,  0.710725973,  386344262
81,  0.728754323,  388820940
82,  0.714050363,  387863797
83,  0.701220084,  385900158
84,  0.693138791,  386062366
85,  0.699262969,  391229868
86,  0.683729074,  386617413
87,  0.695781886,  386926201
88,  0.686086606,  386816753
89,  0.678571946,  386311541
90,  0.678562126,  385903236
91,  0.675153062,  384633533
92,  0.669072176,  384835778
93,  0.691934394,  391410961
94,  0.679190449,  385525105
95,  0.707550672,  385377340
96,  0.693053846,  386358444
97,  0.677035717,  385960761
98,  0.673456892,  385968816
99,  0.677831198,  384815362
100,  0.654729764,  382350075
101,  0.640650735,  382226285
102,  0.662549514,  383205356
103,  0.636959672,  382714904
104,  0.662133126,  386168721
105,  0.638575337,  383578769
106,  0.640326358,  382374916
107,  0.641544709,  381259425
108,  0.630327971,  383167366
109,  0.636271815,  381752840
110,  0.626964283,  381583510
111,  0.620786748,  381142575
112,  0.632944677,  381660342
113,  0.615703743,  380928138
114,  0.610721274,  379645955
115,  0.611869200,  380105845
116,  0.617131212,  379158323
117,  0.608742205,  380479641
118,  0.632456632,  386699291
119,  0.608313839,  381638630
120,  0.625689782,  378550429
121,  0.651032517,  385822941
122,  0.629730659,  385621963
123,  0.609971206,  378094693
124,  0.611412119,  378728102
125,  0.610906743,  378734841
126,  0.594957333,  378470354
127,  0.606799308,  381724102
128,  0.593607759,  380538513
129,  0.597016058,  379588890
130,  0.606995010,  378797464
131,  0.606182462,  379809710
132,  0.610339655,  379769248
133,  0.605875686,  379889989
134,  0.606745351,  378540299
135,  0.606510915,  381198968
136,  0.596535525,  378308774
137,  0.589889127,  378926402
138,  0.600564101,  380053105
139,  0.595421621,  379614604
140,  0.626380025,  379823853
141,  0.604679610,  380192242
