iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  11,  1.438208095,  1204306303,  2026649
2,  3,  11,  1.437065889,  1204351713,  2043530
3,  3,  11,  1.437124476,  1204278239,  2043962
4,  3,  11,  1.437148801,  1204175160,  1989401
5,  3,  11,  1.436662374,  1204398010,  1988915
6,  3,  11,  1.437274095,  1204576402,  2891222
7,  3,  11,  1.437973165,  1204576505,  2454857
8,  3,  11,  1.436549950,  1204253874,  2323466
9,  3,  11,  1.436584773,  1204523220,  2412997
10,  3,  11,  1.436883340,  1204369794,  2628315
