iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  16,  27.442802980,  4474830324,  777176953
2,  1,  16,  26.843403226,  4398416593,  761452688
3,  1,  16,  27.043129367,  4413479500,  812689883
4,  1,  16,  25.644718069,  4413291228,  536550648
5,  1,  16,  26.642312850,  4423911791,  900988768
6,  1,  16,  26.043792633,  4423119828,  689858414
7,  1,  16,  27.445273386,  4387554813,  789485201
8,  1,  16,  25.842533338,  4425718276,  697830505
9,  1,  16,  25.643016640,  4385019861,  799424859
10,  1,  16,  27.444838651,  4332493716,  818801165
