iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  5,  17.239549899,  2060751931,  271857949
2,  1,  5,  17.239021858,  2032416427,  318139443
3,  1,  5,  16.638892360,  2029426639,  228563089
4,  1,  5,  17.038747265,  2025329393,  252455584
5,  1,  5,  16.839468902,  2031534055,  240947069
6,  1,  5,  18.039328123,  2035750179,  300798147
7,  1,  5,  18.639511180,  2079649327,  383985017
8,  1,  5,  17.038739834,  2029084388,  233265159
9,  1,  5,  16.839492076,  2032984987,  253239591
10,  1,  5,  18.039546037,  2026939924,  319188078
