iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  12,  24.043387465,  3679008802,  587765176
2,  1,  12,  23.042513115,  3691742966,  691054897
3,  1,  12,  23.043057412,  3668108294,  725840218
4,  1,  12,  25.044212702,  3640226690,  791998428
5,  1,  12,  23.242510535,  3708913819,  619663045
6,  1,  12,  23.843785801,  3673918436,  731369404
7,  1,  12,  24.842284992,  3709629868,  679705766
8,  1,  12,  21.844356319,  3658085967,  630239819
9,  1,  12,  23.443893805,  3643943613,  797517298
10,  1,  12,  24.042753137,  3666639276,  679041988
