iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  20,  51.648483077,  5033494599,  859072670
2,  1,  20,  107.260172568,  5186935921,  1018782327
3,  1,  20,  29.439955391,  4938454225,  893916860
4,  1,  20,  28.039819139,  5133505421,  782798918
5,  1,  20,  34.041183978,  4984960370,  976948079
6,  1,  20,  108.259777399,  5211774242,  728486806
7,  1,  20,  31.041103872,  4995901083,  976882849
8,  1,  20,  60.448456354,  5098539767,  841268294
9,  1,  20,  52.246466141,  5067918472,  1012586879
10,  1,  20,  29.639334594,  5008842171,  829750295
