iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  9,  1.437250239,  1204303028,  2469483
2,  3,  9,  1.436688210,  1204128862,  2458535
3,  3,  9,  1.636990993,  1204219534,  3093892
4,  3,  9,  1.437834925,  1204244519,  2470627
5,  3,  9,  1.437103158,  1204169653,  2415719
6,  3,  9,  1.437230938,  1204096325,  2422563
7,  3,  9,  1.436704611,  1204247530,  2398922
8,  3,  9,  1.437552406,  1204337313,  2453945
9,  3,  9,  1.637430909,  1204019726,  3384749
10,  3,  9,  1.637205618,  1204204719,  2482570
