iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  0,  1,  5.493330126,  1198075681,  5220945
2,  0,  1,  5.491867672,  1197697272,  5406143
3,  0,  1,  5.490468997,  1198138320,  5372344
4,  0,  1,  5.491990952,  1198107246,  5392492
5,  0,  1,  5.487193266,  1198025028,  5063191
6,  0,  1,  5.491978183,  1198163141,  5360106
7,  0,  1,  5.491083931,  1198057168,  5406226
8,  0,  1,  5.491080185,  1198199226,  5379396
9,  0,  1,  5.491796360,  1198098229,  5366473
10,  0,  1,  5.490187852,  1198088646,  5318133
