iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  3,  2.638668638,  1203929331,  4486104
2,  3,  3,  2.638050689,  1204387015,  4616406
3,  3,  3,  2.638669577,  1203941805,  4514573
4,  3,  3,  2.638352102,  1203878599,  4490574
5,  3,  3,  2.637821594,  1204349017,  4608814
6,  3,  3,  2.637910050,  1204423240,  4785991
7,  3,  3,  2.638193014,  1204461641,  4741825
8,  3,  3,  2.637776224,  1204462091,  4766563
9,  3,  3,  2.638592704,  1204068360,  4592220
10,  3,  3,  2.638173754,  1204525852,  4761165
