iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  13,  31.245737826,  5230083958,  450362813
2,  2,  13,  31.043907149,  5323370542,  446195566
3,  2,  13,  31.246119386,  5242532835,  448639297
4,  2,  13,  31.044524346,  5224831480,  449972540
5,  2,  13,  31.244464393,  5228754974,  449670096
6,  2,  13,  31.243720703,  5232584268,  445513199
7,  2,  13,  31.244741160,  5228207157,  449637446
8,  2,  13,  31.044849812,  5321318706,  446009333
9,  2,  13,  30.845246639,  5293067761,  445685707
10,  2,  13,  31.044122546,  5332406340,  446262398
