iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  10,  36.846784181,  5008240184,  408482276
2,  2,  10,  37.046129390,  5091922414,  409780074
3,  2,  10,  36.645513503,  4994742201,  411808377
4,  2,  10,  36.846126286,  5008449170,  408361892
5,  2,  10,  36.646771272,  5042656959,  414332919
6,  2,  10,  36.844194233,  5001189415,  410916727
7,  2,  10,  37.045620637,  5079246507,  409317947
8,  2,  10,  36.844957017,  5006727047,  409206251
9,  2,  10,  37.044468411,  5047927444,  407224462
10,  2,  10,  36.843641505,  5023804462,  405776615
