iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  10,  1.638229464,  1204180881,  2492883
2,  3,  10,  1.438083022,  1203719299,  1835988
3,  3,  10,  1.437240327,  1204376683,  2113310
4,  3,  10,  1.437309851,  1204341008,  2149035
5,  3,  10,  1.437449603,  1204604658,  2083563
6,  3,  10,  1.437375000,  1204499731,  2130772
7,  3,  10,  1.636995656,  1204198317,  2531444
8,  3,  10,  1.437085804,  1204340657,  2111839
9,  3,  10,  1.437836839,  1204341681,  2317079
10,  3,  10,  1.437939297,  1204422360,  2113576
