iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  15,  27.857802952,  5397475867,  461399348
2,  2,  15,  28.040724596,  5444409310,  463314926
3,  2,  15,  28.041962290,  5388643609,  467664119
4,  2,  15,  27.842253028,  5443145777,  463647977
5,  2,  15,  27.841809683,  5444148455,  463601366
6,  2,  15,  27.841498783,  5446651573,  464076314
7,  2,  15,  28.042795969,  5444915338,  463319604
8,  2,  15,  28.042728006,  5389634634,  467784994
9,  2,  15,  28.042167314,  5386212949,  466993709
10,  2,  15,  28.042615797,  5390843815,  468065939
