iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  11,  24.041528516,  3381866564,  673910595
2,  1,  11,  23.641489524,  3455933647,  641170684
3,  1,  11,  24.040811929,  3452937969,  642585558
4,  1,  11,  22.441461164,  3451236962,  676835139
5,  1,  11,  23.442309695,  3381489588,  486864845
6,  1,  11,  22.843574709,  3508773876,  769368362
7,  1,  11,  22.042117363,  3456995215,  682919431
8,  1,  11,  22.442591990,  3451927416,  751805228
9,  1,  11,  22.041130922,  3435682055,  577634383
10,  1,  11,  22.442970001,  3420235013,  554530833
