iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  14,  27.242821704,  4006212918,  860286871
2,  1,  14,  23.240376554,  4116420851,  554082796
3,  1,  14,  25.241821930,  4047755966,  779224839
4,  1,  14,  25.242805512,  3974940921,  729313962
5,  1,  14,  25.843198981,  4055643312,  711427056
6,  1,  14,  25.042219031,  4074231268,  532528246
7,  1,  14,  25.042550899,  4051227958,  848958852
8,  1,  14,  25.043434758,  4069453617,  556534632
9,  1,  14,  26.242618094,  4012144301,  767632593
10,  1,  14,  25.643287057,  4107006286,  637430382
