iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  2,  3.657192365,  1203930482,  3584172
2,  3,  2,  3.635926827,  1203808979,  3559092
3,  3,  2,  3.636643405,  1203705124,  3563507
4,  3,  2,  3.636178215,  1203648752,  3553986
5,  3,  2,  3.636546668,  1203977735,  3555227
6,  3,  2,  3.636297274,  1203799599,  3599194
7,  3,  2,  3.635598506,  1203784394,  3553698
8,  3,  2,  3.636244954,  1203721205,  3574869
9,  3,  2,  3.636161269,  1203786085,  3536960
10,  3,  2,  3.636799320,  1203817045,  3548008
