iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  2,  7.434725404,  1328190699,  27632568
2,  1,  2,  7.433136778,  1314873956,  20787772
3,  1,  2,  7.233014846,  1302907960,  28607664
4,  1,  2,  7.433103930,  1305574225,  25372774
5,  1,  2,  7.433405023,  1310428095,  19418037
6,  1,  2,  7.432738833,  1314594183,  20835098
7,  1,  2,  7.233388138,  1314272182,  23289532
8,  1,  2,  7.433779848,  1329922533,  21000124
9,  1,  2,  7.232908480,  1297318454,  21640067
10,  1,  2,  7.234263637,  1307343384,  23464956
