iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  9,  22.441568141,  3024596047,  541180866
2,  1,  9,  22.643812414,  3086510276,  554361356
3,  1,  9,  22.642276409,  3000389745,  478408916
4,  1,  9,  22.642128993,  3022238325,  539349464
5,  1,  9,  23.243393244,  3001600098,  578762716
6,  1,  9,  22.842098469,  3074546680,  546770568
7,  1,  9,  22.443324392,  3036089869,  494396317
8,  1,  9,  22.242457303,  3041476554,  521230441
9,  1,  9,  22.442459017,  3043742881,  546274517
10,  1,  9,  22.442479168,  3009121311,  427930678
