iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  6,  1.837011966,  1204026663,  3066295
2,  3,  6,  1.836489748,  1203684979,  3014512
3,  3,  6,  1.836660291,  1203963316,  3000396
4,  3,  6,  1.836647996,  1203938891,  3029484
5,  3,  6,  1.836775285,  1203912522,  3053919
6,  3,  6,  1.837160881,  1203934895,  3033823
7,  3,  6,  1.836742901,  1203997817,  3025138
8,  3,  6,  1.837217376,  1203971314,  2998238
9,  3,  6,  1.836828727,  1204036158,  3021222
10,  3,  6,  1.836596906,  1204120576,  3058142
