iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  20,  1.236749079,  1204122936,  1268051
2,  3,  20,  1.236488662,  1203990669,  1990760
3,  3,  20,  1.236928861,  1204176174,  1971661
4,  3,  20,  1.436361716,  1204124291,  2308717
5,  3,  20,  1.236195218,  1204027192,  1823290
6,  3,  20,  1.236442471,  1204108862,  2178921
7,  3,  20,  1.236653930,  1204246818,  1310443
8,  3,  20,  1.236403285,  1204044469,  2042056
9,  3,  20,  1.436780589,  1203919318,  1912004
10,  3,  20,  1.237270284,  1204171740,  2402581
