iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  8,  1.637285220,  1204327135,  2445325
2,  3,  8,  1.637056205,  1204251195,  2452056
3,  3,  8,  1.637264175,  1204287331,  2526761
4,  3,  8,  1.637001948,  1204029255,  2520008
5,  3,  8,  1.637478430,  1204181767,  2443893
6,  3,  8,  1.637015876,  1204286464,  2462094
7,  3,  8,  1.636698737,  1204164534,  2454616
8,  3,  8,  1.637044042,  1204106042,  2488634
9,  3,  8,  1.636719703,  1204137041,  2450710
10,  3,  8,  1.637095380,  1204125755,  2438841
