iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  4,  73.061820522,  4453327191,  367015322
2,  2,  4,  74.458228995,  4648769740,  359376623
3,  2,  4,  74.263962997,  4617808218,  366487076
4,  2,  4,  75.265440002,  4572173200,  379684586
5,  2,  4,  74.461943238,  4645215070,  365146417
6,  2,  4,  74.462548577,  4621085787,  361954013
7,  2,  4,  74.661494636,  4576974572,  364108082
8,  2,  4,  74.861697857,  4706590341,  363582154
9,  2,  4,  74.662449470,  4633270314,  363384808
10,  2,  4,  75.261727117,  4731394069,  355518146
