iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  17,  26.642219224,  4639214266,  690297774
2,  1,  17,  28.044116797,  4672603689,  817652416
3,  1,  17,  28.442762106,  4724171443,  873939741
4,  1,  17,  28.243298896,  4649448198,  860541062
5,  1,  17,  28.242871935,  4662211827,  904110033
6,  1,  17,  29.042679617,  4615543066,  873670162
7,  1,  17,  28.045268761,  4636602598,  871138756
8,  1,  17,  28.442136750,  4650580405,  861446385
9,  1,  17,  28.445233221,  4621196227,  952129881
10,  1,  17,  29.044707574,  4626142785,  925579353
