iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  11,  34.847555140,  5113635864,  420544814
2,  2,  11,  34.849278807,  5082350430,  424700868
3,  2,  11,  34.849054984,  5075916167,  421580200
4,  2,  11,  34.647402093,  5135818086,  421486468
5,  2,  11,  34.647572727,  5079238919,  423683731
6,  2,  11,  34.645591675,  5031244948,  427579322
7,  2,  11,  34.649558773,  5083115806,  425669481
8,  2,  11,  34.648330978,  5049630864,  427692545
9,  2,  11,  34.848619640,  5063439365,  425589964
10,  2,  11,  34.848316507,  5028306939,  423994768
