iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  9,  39.247256777,  4838554244,  394006314
2,  2,  9,  39.247087889,  4849310889,  391293577
3,  2,  9,  39.245567071,  4845432125,  397218951
4,  2,  9,  39.246925510,  4842861535,  394523031
5,  2,  9,  39.445332766,  4920350104,  395227946
6,  2,  9,  39.245474608,  4877632667,  394881015
7,  2,  9,  39.448717814,  4910905128,  394601225
8,  2,  9,  39.245554428,  4862586722,  396096766
9,  2,  9,  39.446689828,  4874094212,  395111394
10,  2,  9,  39.245025817,  4837217508,  392887792
