iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  7,  47.252695754,  4643467107,  373727303
2,  2,  7,  47.250665677,  4655037397,  377854614
3,  2,  7,  47.250327575,  4654022177,  373841352
4,  2,  7,  47.049215356,  4645248653,  379641707
5,  2,  7,  46.848970065,  4633901617,  374840572
6,  2,  7,  47.048614545,  4663267715,  379497046
7,  2,  7,  47.250429734,  4666287345,  382038195
8,  2,  7,  47.250426804,  4663804740,  377402904
9,  2,  7,  47.251965726,  4662637474,  379436180
10,  2,  7,  47.250801465,  4671077050,  379381732
