iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  19,  30.044784204,  4785364916,  983525764
2,  1,  19,  28.440160695,  4818208169,  928458688
3,  1,  19,  30.040872596,  4785870232,  945737973
4,  1,  19,  30.240494947,  4755176041,  950149350
5,  1,  19,  31.041629952,  4868394853,  957245114
6,  1,  19,  28.042165718,  4903253451,  879302857
7,  1,  19,  29.640776004,  4795463173,  950270840
8,  1,  19,  27.840404237,  4783506834,  896830646
9,  1,  19,  28.240037546,  4843026996,  851902404
10,  1,  19,  28.839720164,  4746289703,  870297131
