iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  15,  1.437547159,  1204239415,  3728087
2,  3,  15,  1.236528611,  1204704273,  2200563
3,  3,  15,  1.236565856,  1204780565,  2178402
4,  3,  15,  1.436588603,  1204406847,  2886727
5,  3,  15,  1.437316055,  1204354371,  2335523
6,  3,  15,  1.236541021,  1204591586,  2684827
7,  3,  15,  1.237110709,  1204201533,  1759185
8,  3,  15,  1.237558593,  1204725944,  2161918
9,  3,  15,  1.436728859,  1204382434,  3294047
10,  3,  15,  1.237050659,  1204675399,  2092520
