iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  8,  42.651090795,  4890894714,  378169449
2,  2,  8,  42.650437151,  4837800388,  377786470
3,  2,  8,  42.848839051,  4898729843,  378113396
4,  2,  8,  42.449959856,  4857255521,  380960585
5,  2,  8,  42.649725342,  4824264678,  378748709
6,  2,  8,  42.448728917,  4832889034,  377019185
7,  2,  8,  42.250624218,  4785670622,  383664381
8,  2,  8,  42.448929433,  4844857086,  382372918
9,  2,  8,  42.451677028,  4898204662,  381130783
10,  2,  8,  42.449714071,  4840878152,  381881354
