iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  18,  1.236635799,  1204675645,  2794842
2,  3,  18,  1.236337357,  1204447797,  2435347
3,  3,  18,  1.237983726,  1204569582,  2484434
4,  3,  18,  1.236874130,  1204374355,  1754836
5,  3,  18,  1.236127403,  1204387053,  1839373
6,  3,  18,  1.237285592,  1204433245,  1706180
7,  3,  18,  1.236857053,  1204323934,  1760927
8,  3,  18,  1.236410133,  1204293949,  1950955
9,  3,  18,  1.236667400,  1204422149,  2896209
10,  3,  18,  1.236842294,  1204354776,  1810499
