iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  10,  24.241324435,  3181660681,  648892256
2,  1,  10,  22.242105014,  3234901320,  515444020
3,  1,  10,  24.443265222,  3289408838,  581212214
4,  1,  10,  21.841787847,  3258029066,  661307592
5,  1,  10,  22.441707698,  3240352213,  500578588
6,  1,  10,  22.240821018,  3343158748,  694969194
7,  1,  10,  22.241677959,  3240699684,  416554654
8,  1,  10,  22.443100712,  3194323505,  680312139
9,  1,  10,  23.040722773,  3245070859,  636244349
10,  1,  10,  21.841837834,  3283551369,  546390453
