iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  1,  109.898568086,  1015151003,  20812651
2,  2,  1,  109.823129559,  1010953521,  13288078
3,  2,  1,  109.769974520,  1011015413,  12509940
4,  2,  1,  109.730949171,  1012185996,  14161608
5,  2,  1,  109.700523848,  1010958097,  10984381
6,  2,  1,  109.733619389,  1010862571,  11267255
7,  2,  1,  109.731413557,  1011376234,  14307969
8,  2,  1,  109.755882549,  1010541955,  14792113
9,  2,  1,  109.680328465,  1009566961,  10824197
10,  2,  1,  109.724306823,  1011831839,  12614529
