iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  1,  9.098246102,  1164171680,  85246197
2,  1,  1,  8.298123286,  1126109387,  68264648
3,  1,  1,  8.829816353,  1194015129,  82528433
4,  1,  1,  8.028624435,  1150655554,  44725830
5,  1,  1,  8.322621790,  1154625990,  52133648
6,  1,  1,  8.701972171,  1165811289,  81746178
7,  1,  1,  8.195784248,  1154654971,  51716377
8,  1,  1,  8.561720059,  1164940779,  69108947
9,  1,  1,  8.286072943,  1176771992,  52925594
10,  1,  1,  8.877043251,  1183002308,  102591164
