iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  1,  6.274007739,  1203782578,  5599647
2,  3,  1,  6.261649192,  1203815060,  5460122
3,  3,  1,  6.262735808,  1203668127,  5442828
4,  3,  1,  6.256129423,  1203753770,  5282825
5,  3,  1,  6.258195386,  1203826327,  5382397
6,  3,  1,  6.263137892,  1203895124,  5386425
7,  3,  1,  6.515405085,  1204060103,  5521031
8,  3,  1,  6.251417080,  1203610268,  5383908
9,  3,  1,  6.255268686,  1203698029,  5268002
10,  3,  1,  6.261960128,  1203939305,  5731517
