iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  5,  2.037397605,  1204106508,  3181010
2,  3,  5,  2.037269856,  1204261360,  3147521
3,  3,  5,  2.037342494,  1204042121,  3153238
4,  3,  5,  2.036916353,  1203985345,  3117323
5,  3,  5,  2.037190405,  1204055902,  3109543
6,  3,  5,  2.036642080,  1204195101,  3100367
7,  3,  5,  2.037907628,  1204106675,  3086888
8,  3,  5,  2.037171054,  1204043769,  3048635
9,  3,  5,  2.036879682,  1204068938,  3059968
10,  3,  5,  2.037235973,  1204051047,  3013077
