iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  14,  29.243485554,  5355152651,  455198928
2,  2,  14,  29.443475310,  5356532093,  459547216
3,  2,  14,  29.242016434,  5359337054,  452900396
4,  2,  14,  29.443143733,  5350223023,  459860349
5,  2,  14,  29.441907780,  5344834439,  459679923
6,  2,  14,  29.245126699,  5381902171,  458201153
7,  2,  14,  29.244702741,  5366768789,  460427507
8,  2,  14,  29.241472498,  5381556692,  454555558
9,  2,  14,  29.242318569,  5381953691,  460948350
10,  2,  14,  29.442731268,  5345585584,  459976811
