iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  5,  61.258159194,  4371895560,  345632117
2,  2,  5,  61.253667795,  4378426237,  353163564
3,  2,  5,  61.256991281,  4342924898,  351033704
4,  2,  5,  61.055711890,  4351908985,  348249169
5,  2,  5,  61.254987606,  4346432020,  345856047
6,  2,  5,  60.858194324,  4367409292,  343676198
7,  2,  5,  60.856654562,  4372082040,  345151925
8,  2,  5,  60.656406929,  4343548435,  349337324
9,  2,  5,  61.058217692,  4351897331,  348886428
10,  2,  5,  60.856863413,  4364615633,  348477173
