iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  16,  26.641342668,  5520229798,  477702176
2,  2,  16,  26.841651656,  5495116351,  476294046
3,  2,  16,  26.842754613,  5518285684,  473859535
4,  2,  16,  26.838630872,  5504444802,  474418605
5,  2,  16,  26.842687549,  5503201552,  477416470
6,  2,  16,  26.442467253,  5542050534,  479124646
7,  2,  16,  26.841773798,  5498165249,  476961939
8,  2,  16,  26.842149884,  5497392931,  478113958
9,  2,  16,  26.842051086,  5492221943,  476764000
10,  2,  16,  26.441569427,  5544458813,  478556542
