iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  16,  1.237520966,  1204770150,  2176305
2,  3,  16,  1.237159470,  1204776668,  2071765
3,  3,  16,  1.237275020,  1204778798,  2118018
4,  3,  16,  1.237087848,  1204771669,  2139773
5,  3,  16,  1.237620705,  1204840466,  2163793
6,  3,  16,  1.436678556,  1204649121,  3312760
7,  3,  16,  1.437077512,  1204175887,  2920762
8,  3,  16,  1.236796548,  1204847926,  2060940
9,  3,  16,  1.237558742,  1204160516,  1805654
10,  3,  16,  1.437369976,  1204487071,  2412620
