iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  13,  1.437338553,  1204559739,  2279740
2,  3,  13,  1.236644316,  1204655454,  2026662
3,  3,  13,  1.437200443,  1204227085,  2206211
4,  3,  13,  1.437407373,  1204417717,  2175379
5,  3,  13,  1.236458465,  1204353017,  1918148
6,  3,  13,  1.436670364,  1204287693,  2730784
7,  3,  13,  1.436891056,  1204673088,  3182010
8,  3,  13,  1.437122658,  1204421413,  3080193
9,  3,  13,  1.236902016,  1204607145,  2044918
10,  3,  13,  1.637931941,  1204552651,  3713109
