iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  3,  7,  1.637978143,  1204460332,  2777603
2,  3,  7,  1.637884255,  1203972803,  2477117
3,  3,  7,  1.638211321,  1204394380,  2755308
4,  3,  7,  1.637317830,  1204467475,  2794703
5,  3,  7,  1.637966245,  1204433887,  2749632
6,  3,  7,  1.638020108,  1204428576,  2735269
7,  3,  7,  1.637870751,  1204484033,  2770017
8,  3,  7,  1.638402349,  1203912557,  2504369
9,  3,  7,  1.638265118,  1204293289,  2758390
10,  3,  7,  1.638410689,  1204664373,  2736922
