iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  2,  6,  52.651898263,  4674023968,  367151318
2,  2,  6,  52.453600131,  4649759282,  367444537
3,  2,  6,  52.653897321,  4644156481,  365316853
4,  2,  6,  52.452226985,  4642438617,  366355297
5,  2,  6,  52.854446889,  4647942842,  363715384
6,  2,  6,  52.853300457,  4656622953,  365894321
7,  2,  6,  52.653998275,  4662804716,  367186349
8,  2,  6,  52.452583721,  4652613040,  366493561
9,  2,  6,  52.652870033,  4651597407,  368151112
10,  2,  6,  52.451637705,  4657020312,  369120370
