iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  19,  26.765916167,  2539737678,  590299752
2,  fast1000,  19,  26.967480124,  2592618880,  542761223
3,  fast1000,  19,  26.760043312,  2627964728,  586200239
4,  fast1000,  19,  27.366252007,  2578097943,  569628810
5,  fast1000,  19,  26.565135978,  2656315964,  655773685
6,  fast1000,  19,  26.760436253,  2630330096,  599623287
7,  fast1000,  19,  26.960773892,  2689906209,  557905875
8,  fast1000,  19,  27.367109993,  2608944281,  591649887
9,  fast1000,  19,  26.966045269,  2569001260,  580217870
10,  fast1000,  19,  26.564219892,  2666123692,  582620508
