iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  3,  9.980201428,  3320526723,  213514713
2,  fast1500,  3,  10.156951670,  3312103143,  221193561
3,  fast1500,  3,  10.156999390,  3311291758,  222775510
4,  fast1500,  3,  9.957912476,  3297553277,  222705850
5,  fast1500,  3,  9.958179602,  3303853335,  222700431
6,  fast1500,  3,  9.959237576,  3311678547,  219338407
7,  fast1500,  3,  10.158811934,  3319972095,  223542859
8,  fast1500,  3,  10.157044435,  3309448378,  219722998
9,  fast1500,  3,  9.956799700,  3303730051,  222677811
10,  fast1500,  3,  9.957148667,  3319545690,  221839197
