iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  16,  3.153127857,  4227591539,  189504600
2,  1,  16,  2.754790821,  4195394811,  188363602
3,  1,  16,  2.554949171,  4186634353,  181905495
4,  1,  16,  2.553659938,  4189167495,  189725502
5,  1,  16,  2.553834986,  4186914241,  185877786
6,  1,  16,  2.555193169,  4190795280,  185438838
7,  1,  16,  2.754247738,  4198471065,  187719718
8,  1,  16,  2.754833433,  4194147834,  186475720
9,  1,  16,  2.553869652,  4195678851,  186573059
10,  1,  16,  2.554495684,  4189764223,  187640840
