iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  12,  15.360100398,  1145756705,  366708765
2,  fast1500,  12,  15.159501315,  1177436221,  359219349
3,  fast1500,  12,  15.760740930,  1139400279,  349109817
4,  fast1500,  12,  14.759856243,  1206628802,  384400015
5,  fast1500,  12,  14.160485504,  1185214782,  365034172
6,  fast1500,  12,  15.960927558,  1138210125,  345913106
7,  fast1500,  12,  14.559153449,  1169766213,  362818775
8,  fast1500,  12,  15.760788556,  1164310528,  354781581
9,  fast1500,  12,  15.751563175,  1153464338,  354069985
10,  fast1500,  12,  15.760084542,  1161021470,  354933119
