iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  2,  8.555361224,  3432704814,  152469541
2,  fast1000,  2,  8.751860492,  3394149226,  152356459
3,  fast1000,  2,  8.751408299,  3416984998,  152407388
4,  fast1000,  2,  8.751975181,  3440635948,  152376570
5,  fast1000,  2,  8.751055895,  3413307513,  152340275
6,  fast1000,  2,  8.752098608,  3433866270,  152289275
7,  fast1000,  2,  8.551876849,  3410187172,  152361171
8,  fast1000,  2,  8.552197518,  3432627732,  152333274
9,  fast1000,  2,  8.751638114,  3421991164,  152363182
10,  fast1000,  2,  8.751825999,  3421618385,  152401791
