iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  4,  14.758911829,  722686885,  257866722
2,  fast1000,  4,  16.159892650,  768630476,  303376162
3,  fast1000,  4,  15.554509462,  726883321,  269372970
4,  fast1000,  4,  14.758711313,  729500135,  258607172
5,  fast1000,  4,  15.359886011,  698251454,  293779491
6,  fast1000,  4,  14.759857841,  691694822,  261875070
7,  fast1000,  4,  14.759614603,  710339501,  284957322
8,  fast1000,  4,  15.560073728,  753261172,  294930861
9,  fast1000,  4,  16.157718924,  740438654,  268601222
10,  fast1000,  4,  15.153679483,  671892242,  264317077
