iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast,  9,  43.569777080,  2914229127,  723239880
2,  fast,  9,  46.369215941,  2981853420,  757159732
3,  fast,  9,  46.768716371,  3015987987,  771939227
4,  fast,  9,  46.372994661,  2912673567,  708640068
5,  fast,  9,  46.168655373,  2947883657,  667833700
6,  fast,  9,  46.353388980,  3029788873,  717212491
7,  fast,  9,  46.972395074,  3068330941,  660543223
8,  fast,  9,  50.173705118,  3043394034,  823225338
9,  fast,  9,  48.373160375,  2933783267,  795901555
10,  fast,  9,  48.772425364,  3045484849,  802592210
