iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  15,  23.761634713,  2048696742,  481844520
2,  fast1000,  15,  22.562984298,  2057882849,  444545074
3,  fast1000,  15,  22.963985856,  2023880950,  367884127
4,  fast1000,  15,  24.364613175,  2067306599,  512158119
5,  fast1000,  15,  25.563649036,  2060327443,  524531025
6,  fast1000,  15,  22.761766831,  2101913558,  485169147
7,  fast1000,  15,  24.762979740,  2113233115,  506940273
8,  fast1000,  15,  23.762561387,  2096296771,  498282759
9,  fast1000,  15,  24.566223642,  2030443994,  501378884
10,  fast1000,  15,  24.962257092,  2047833997,  551888210
