iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  13,  21.760760107,  1839163655,  500001573
2,  fast1000,  13,  22.962690475,  1778544476,  446783781
3,  fast1000,  13,  21.362031832,  1824690454,  464896532
4,  fast1000,  13,  23.564022117,  1822080213,  447083708
5,  fast1000,  13,  22.563641895,  1795526296,  470085323
6,  fast1000,  13,  23.562955709,  1801701718,  454563531
7,  fast1000,  13,  22.962194543,  1791081439,  473910849
8,  fast1000,  13,  22.361133170,  1829275644,  468866131
9,  fast1000,  13,  22.561249601,  1814123012,  469564314
10,  fast1000,  13,  21.761552657,  1786835828,  386726113
