iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  8,  12.600869095,  833559367,  278323467
2,  fast1500,  8,  13.359834045,  814826431,  272647278
3,  fast1500,  8,  12.358246293,  813349228,  296775717
4,  fast1500,  8,  13.560017728,  830984010,  277289034
5,  fast1500,  8,  13.760299331,  841774247,  278070367
6,  fast1500,  8,  12.759407087,  810719909,  256613660
7,  fast1500,  8,  12.752252869,  838982298,  302290915
8,  fast1500,  8,  12.358712787,  835748488,  290714665
9,  fast1500,  8,  12.558917419,  833205462,  297220590
10,  fast1500,  8,  12.358563855,  826725079,  300407605
